member,organization,program,ein,amount,agency,purpose
Hankerson,"Hip-Hop Summit Youth Council, Inc.",Council District 28,050542858,5000,DYCD,Funds will go toward programming in Council District 28.
Speaker,"BLAC Hispanic Federation, Inc.",,133573852,550000,DYCD,Funds would be allocated to programs addressing these critical areas: Improving Educational Achievement and Promoting Healthy Communities. Page 83 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Nurse,"Hispanic Federation, Inc.",Back to School - Council District 37,133573852,5000,DYCD,Funds will support Back to School events in Council District 37.
J. Sanchez,"Hispanic Federation, Inc.",Back to School Supply Kits - Council District 17,133573852,35000,DYCD,Funding will be used to distribute back to school supply kits in Council District 17.
Feliz,"Hispanic Federation, Inc.",Community Programming - Council District 15,133573852,60000,DYCD,Funds will go towards events and back-to-school giveaways in Council District 15.
De La Rosa,"Hispanic Federation, Inc.",Council District 10,133573852,25000,DYCD,To support community programming and initiatives in Council District 10.
Abreu,"Hispanic Federation, Inc.",Council District 7,133573852,12500,DYCD,Funding will be used to provide support for the food access initiative.
Restler,"Historic Districts Council, Inc.",Arab American History Walk - Council District 33,133389566,5000,DCLA,Funding to support Arab American History Walk programming in Council District 33.
Maloney,"Historic Districts Council, Inc.",Council District 04,133389566,5000,DCLA,Funding will support the Council's historical and preservation educational programs.
Marte,"Historic Districts Council, Inc.",Educational Programs - Historic Neighborhoods,133389566,5000,DCLA,Funds will be used to support Educational Programs for Historic Neighborhoods.
Dinowitz,"Holocaust Music Lost & Found, Inc.",Music Education Programming - Council District 11,871567482,5000,DYCD,Funding to support music education programming in Council District 11 schools.
De La Rosa,Holyrood Church,Choir Programming - Council District 10,131844844,7000,DCLA,To support Choir Programming in Council District 10.
Zhuang,"Homecrest Community Services, Inc.",Older Adults Services,113373115,10000,DFTA,"Funds will support Older Adults Services, providing culturally responsive nutrition, social support, health education, and benefits assistance to older adults in Council District 43."
Aviles,"Hook Arts Media, Inc.",Arts Forward & Doc Lab Youth Programs - Council District 38,133015965,20000,DCLA,Funds to support arts education and after-school programs in Council District 38.
Speaker,"Banks Hope for All Outreach Center, Inc.",,113621185,65000,DHMH,Provide mental health and counseling resources to residents of the 42nd Council District.
Salaam,"HOPE Program, Inc., The",,133268539,5000,DSS/HRA,"Funds will support services for survivors of domestic violence, including case management, workforce training, and financial empowerment to promote safety, stability, and independence."
Maloney,"HOPE Program, Inc., The",Job Readiness Training Programs,133268539,5000,SBS,"Funding will support the HOPE job readiness programs, serving those with barriers to employment."
Hankerson,"Hopenyc, Inc.",Community Resource & Youth Leadership Program - Council District 28,811270080,10000,DYCD,Funds will support Community Resource and Youth Leadership program in Council District 28.
Gennaro,"Horticultural Society of New York, The",Council District 24,130854930,19000,DYCD,Funds will be used to revitalize and beautify tree pits in Council District 24.
Krishnan,"Horticultural Society of New York, The",Council District 25,130854930,8000,DCLA,Funds will be used to support programming and activities in Council District 25.
Joseph,"Horticultural Society of New York, The",Council District 40,130854930,5000,DYCD,Funds will support educational programming in Council District 40 schools and the broader community.
Narcisse,"Horticultural Society of New York, The",Council District 46,130854930,5000,DCLA,Funds to provide tree care in Council District 46.
Wilson,"Horticultural Society of New York, The",Greening & Plantings - Council District 3,130854930,6000,DYCD,Funds will support greening and plantings in Council District 3.
Marte,"Hotel Chinese Association of USA, Inc.",Council District 1,260603387,8000,DYCD,Funding will support programming in Council District 1.
Ung,"Hotel Chinese Association of USA, Inc.",Council District 20,260603387,5000,DYCD,"Funds will support regular mental health webinars, support groups for NYC residents working in the service and hospitality industries, and giveaways in Council District 20. Page 84 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Marte,"House of Good Deeds, Inc.",Community Food Access & Support Program,364859482,5000,DYCD,"Funds to support Food Pantry services, classes, the Free Store, and Resource Rescue (food distribution)."
Menin,"House of Good Deeds, Inc.",Council District 5,364859482,5000,DYCD,Funds would be used to assist with programming and services for Council District 5.
Wilson,"House of Good Deeds, Inc.",Food Pantry & Resource Rescue - Council District 3,364859482,5000,DYCD,"Funds will support expansion of food, pantry item, and other resource delivery within existing service areas in the West Village, Chelsea, and Hell's Kitchen within Council District 3."
Mealy,House of SpeakEasy,Council District 41,463820173,10000,DYCD,Funds will support community events and bookmobile.
Felder,"Housing and Family Services of Greater New York, Inc.",,112412584,10000,HPD,To support programs to prevent the displacement of families through eviction and foreclosure.
Joseph,"Housing and Family Services of Greater New York, Inc.",,112412584,7000,HPD,"Funding to support programming including prevention of illegal rental practices, eviction and foreclosure services including mediation, counseling, referral and access to benefits including assistance with applying for SCRIE, DRIE and FEPS."
Vernikov,"Housing and Family Services of Greater New York, Inc.",,112412584,5000,HPD,"Funds will support interventions for housing issues, including eviction, foreclosure, and illegal rental practices."
Santosuosso,"Housing and Family Services of Greater New York, Inc.",Housing Assistance - Council District 47,112412584,7500,HPD,"To provide advice, services and benefits assistance to residents of Council District 47 experiencing housing issues."
Mealy,"Housing and Family Services of Greater New York, Inc.",Housing Counseling & Outreach - Council District 41,112412584,20000,HPD,"Funds will support housing counseling and outreach to the community and at buildings with low-income, minority, older adults and immigrant tenants in Council District 41."
Louis,"Housing and Family Services of Greater New York, Inc.",Housing Preservation & Counseling - Council District 45,112412584,10000,HPD,Funds will support counseling sessions and workshops in Council District 45.
Wilson,"Housing Conservation Coordinators, Inc.",Legal & Advocacy Services,510141489,14500,DSS/HRA,Funds will support community legal services and organizing program.
Brewer,"Housing Conservation Coordinators, Inc.",Protecting Against Predatory Practices - Council District 6,510141489,5000,HPD,Funding to support services to protect and cease the loss of affordable housing in Council District 6.
Narcisse,"Housing Court Answers, Inc.",Tenant Support - Council District 46,133317188,5000,DSS/HRA,"Funding to support provision of information and programming regarding housing rights, eviction/homelessness prevention services; and to conduct workshops and trainings in the community."
Vernikov,"HSS Screening and Early Detection, Inc.",Cancer Screening - Council District 48,473436880,10000,DHMH,Funds will cover the costs of mobile screenings for cancer and other diseases.
Caban,"HSS Screening and Early Detection, Inc.",Cancer Screenings - Council District 22,473436880,5000,DHMH,"Funds will be used to provide health services, including cancer screenings in Council District 22."
Paladino,"HSS Screening and Early Detection, Inc.",Preventative Screening for Thyroid Cancer & Risk for Cancer,473436880,5000,DHMH,Funds will support cancer screening services.
De La Rosa,"HSS Screening and Early Detection, Inc.",Thyroid Cancer Screening - Council District 10,473436880,5000,DHMH,To support Thyroid Cancer screening in Council District 10.
Santosuosso,"HSS Screening and Early Detection, Inc.",Thyroid Cancer Screenings - Council District 47,473436880,10000,DHMH,To support thyroid cancer screening and prevention events & efforts in Council District 47.
Speaker,Wilson Hudson Guild,Teen and Young Adult Services,135562989,150000,DYCD,"Funding will support Hudson Guild's Teen Services program, which serves young people ages 14-24 with comprehensive education, career, and recreation services. Page 85 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
De La Rosa,"Hudson River Community Sailing, Inc.",Sail Academy - Council District 10,261784215,5000,DYCD,To support the Sail Academy in the Inwood neighborhood within Council District 10.
Stevens,"Hunger Free America, Inc.",Food Action Boards (FABs) - Council District 16,133471350,10000,DYCD,Funds will support outreach and community engagement with local residents on healthy food initiatives and support the Food Action Boards (FABs): groups of low- income individuals who are receiving training and knowledge on healthy food options.
Osse,"I Hold the Key, Inc.",Council District 36,833034480,20000,DYCD,Funding for community and cultural programming in Council District 36.
Louis,"I Hold the Key, Inc.",Council District 45,833034480,5000,DYCD,Funds will support financial empowerment and leadership development in Council District 45.
Williams,"IAmWondaWoman Foundation, Inc.",Council District 27,460919205,5000,DYCD,Funding will support Toy Drive in Council District 27.
Wilson,"Ice Theatre of New York, Inc.",Dancing on Ice & Outreach - Council District 3,133258301,5000,DCLA,"Funds will support Ice Theatre space rentals, educational programming, Dancing on Ice, and community outreach in Chelsea, including initiatives serving at-risk youth and artistic skating classes."
Osse,"Ifetayo Cultural Arts Academy, Inc.",Youth Cultural Programming - Council District 36,113027538,5000,DCLA,Funding for youth cultural programming in Council District 36.
Vernikov,"Imeinu, Inc. dba Rachel's Place",,260774611,10000,DYCD,Funds will support programming and related expenses for homeless young women affected by domestic violence.
Banks,"Incredible Credible Messengers, Inc.",Afterschool Restorative Justice & Peer Support Program - Council District 42,823382948,5000,DYCD,Funds to support programming in Council District 42 to provide afterschool programming as well as restorative justice and peer support program serving youth impacted by community violence and systemic inequities.
Speaker,"Gennaro, Krishnan, Lee, Queens India Home, Inc.",,208747291,150000,DFTA,"To provide hot vegetarian and halal congregate meals, as well as exercise, physical therapy, and yoga sessions primarily in English, Hindi and Bengali to immigrant seniors in Queens."
Lee,"India Home, Inc.",Senior Programming,208747291,30000,DFTA,Funding will support programs for older adults in Council District 23.
Caban,"IndieSpace, Inc.",Consulting & Advising Program - Council District 22,474523884,5000,DCLA,To provide services to arts orgs based in Council District 22 including lease negotiations and space maintenance.
Speaker,"Caban IndieSpace, Inc.",Consulting and Advising Program (CAP),474523884,25000,DCLA,Funds will support IndieSpace's free real estate consulting services for arts organizations across New York City
Hankerson,"Indo-Caribbean Alliance, Inc.",Freedom Block Party,272848254,5000,DYCD,The funds will go to organizing and running the Freedom Block Party.
Wilson,"Infirnity, Inc.",Project Purpose & Project Purpose Alumni,473498240,5000,DYCD,"Funds will support 2026–2027 Project Purpose and Project Purpose Alumni programs, which cultivate community leadership and engagement among current and former residents of the Elliott-Chelsea NYCHA community."
Restler,"Institute for Community Living, Inc.",Mental Health Supports for Youth & Young Adults - Council District 33,133306195,5000,DHMH,"Funding to support mental health services including housing, rehabilitation, recovery and case management in Council District 33."
Riley,"Institute of Research for Social Justice in Action, Inc.",Youth Civic Engagement - Council District 12,993352179,25000,DYCD,Funds to be used to support youth civic engagement programming in Council District 12.
Carr,Integrated Athletic Initiative Corp,,873354678,5000,DYCD,Funds to be used for operational and athletic sports programming for youth.
De La Rosa,"Internal Creations, Inc.",Guitar Music Programming - Council District 10,471831397,5000,DYCD,To support music programming in Council District 10.
Mealy,"International African Arts Festival, Inc.",Immigrant Initiative Libation Program,112953522,45000,DCLA,"Funds will support the Immigrant Initiative Libation Program, showcasing talent from the 55th Annual IAA Festival and providing free cultural programming to the Central"
Brooklyn,community at the Billie Holiday Theatre. Carr International Aphasia Movement,,593842242,5000,DYCD,Funds to be used for operating costs and programming. Page 86 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Morano,International Mountain Bicycling Association,International Mountain Bicycling Association,461094603,5000,DPR,Funds will be used to support programming for NYCMTB at Wolfe's Pond Park.
Gutierrez,"International Studio & Curatorial Program, Inc.",Public Arts Programs - Council District 34,205052686,10000,DCLA,"Funding will support free public visual arts programs, residencies for New York City- based artists, and high school visitation program."
Ung,"Internationals Network for Public Schools, Inc.",Council District 20,030547067,5000,DYCD,To support Internationals programming including counseling and direct services to immigrant and multilingual students in Council District 20.
Wong,"Intrepid Museum Foundation, Inc.",Council District 30,133062419,5000,DCLA,Funds to be used for supporting veterans’ programs.
De La Rosa,"Inwood Art Works, Inc.",Film Works Alfresco,814379932,10000,DCLA,To support outdoor cinema series programming.
De La Rosa,"Isham Park Restoration Program 1970, Inc.",Inwood Jazz Festival,811703530,5000,DCLA,To Support the programming and operations of the Inwood Jazz Festival.
Restler,"ISSUE Project Room, Inc.",Public Performance & Events - Council District 33,200367608,5000,DCLA,"To support public performances spanning the disciplines of music, dance, literature, film, and the performing arts in Council District 33."
Banks,"Italian American Civil Rights League, Canarsie, Inc.",Youth Services & Afterschool Enrichment Programming - Council District 42,112352099,5000,DYCD,"Funds will go towards providing youth services and afterschool enrichment, as well as mental health support services in Council District 42."
Wong,"Italian Charities of America, Inc.",Events & Programs - Council District 30,111666830,10000,DYCD,Funds to support Italian and Italian American cultural events and programs in Council District 30.
Krishnan,Jackson Heights Beautification Group,,112925587,7000,DYCD,"To fund musical programs, newsletter, tree-care and environmental sustainability programs, dog park/run, and graffiti removal."
Won,"Jacob A. Riis Neighborhood Settlement, The",Case Management Services - Council District 26,111729398,22000,DYCD,"Funds will be used to support education programming, case management, and other services."
Caban,"Jacob A. Riis Neighborhood Settlement, The",ESOL & Case Management,111729398,9000,DYCD,"Funds will be used to support education programming, case management, and other services for immigrant populations in Council District 22."
Speaker,"Jamaica Center for Arts and Learning, Inc.",,112478709,75000,DCLA,"Funds will be used to support Downtown Jamaica Jazz Festival, Thursday Night Jazz concerts the Queens International Children's Festival, Riddim Section (music of the Diaspora), Film Festival, Fanike! African Dance and arts programming."
Williams,"Jamaica Center for Arts and Learning, Inc.",Council District 27,112478709,5000,DCLA,Funding to support the pride event in Council District 27.
Speaker,"Williams Jamaica Center for Arts and Learning, Inc.",Council District 27 Murals,112478709,50000,DCLA,Funding to support with installation and maintenance of Murals on LIRR underpasses across Council District 27.
Lee,"Jamaica Estates Holliswood South Bayside Volunteer Ambulance Corp, Inc.",,237351959,10000,FDNY,Funding to support general operating expenses related to volunteer ambulance brigade.
Maloney,"Japan Society, Inc.",Council District 04,131675082,5000,DCLA,Funding will support free cultural programming for retirement communities in New York City’s District 04.
Brewer,"Jazz at Lincoln Center, Inc.",Middle School Jazz Academy,133888641,5000,DCLA,Funds will support Jazz at Lincoln Center Middle School Jazz Academy.
De La Rosa,"Jazz Drama Program, The",Jazz Power Youth Programming - Council District 10,061722131,10000,DCLA,To support Jazz Power youth programming in Council District 10.
Narcisse,"JBI International, Inc.",Recapturing Reading for Visually Impaired or Blind,131683279,5000,DFTA,Funding to support services/programming for visually impaired/blind senior citizens including the library for the blind and outreach.
Salaam,"Jeffrey Deskovic Foundation for Justice, The",,383767350,10000,DSS/HRA,Funds will support legal case review and screening services that advance efforts to identify and overturn wrongful convictions.
Hanks,Jeremiah Program,,411801834,10000,DYCD,Funding will support economic mobility programming for North Shore Single Mother Students in Council District 49. Page 87 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Abreu,Jewish Association for Services for the Aged (JASA),,132620896,5000,DFTA,Funding to support JASA’s programming in Council District 7.
Riley,Jewish Association for Services for the Aged (JASA),Bartow Senior Center,132620896,10000,DFTA,Funding to be used to purchase new chairs for seniors in Bartow Senior Center.
Maloney,Jewish Association for Services for the Aged (JASA),Council District 04,132620896,5000,DFTA,"Funding will be used to continue to educate older adults, staff and social work students through advocacy workshops."
Speaker,Jewish Association for Services for the Aged (JASA),Leap Elder Justice Program,132620896,50000,DFTA,Funding will be used to provide legal services to victims of domestic violence and elder abuse.
Speaker,Jewish Association for Services for the Aged (JASA),Penn South Program for Seniors,132620896,30000,DFTA,"To provide funding support for social services, health support and recreational/educational activities to promote successful aging in place."
Lee,"Jewish Board of Family and Children's Services, Inc.",Council District 23,135564937,5000,DHMH,Funding to support the provision of mental health services in Council District 23.
De La Rosa,"Jewish Board of Family and Children's Services, Inc.",Mental Health Services - Council District 10,135564937,5000,DHMH,To support mental health services and programming in Council District 10.
Narcisse,"Jewish Board of Family and Children's Services, Inc.",Mental Health Services - Council District 46,135564937,5000,DHMH,Funding to provide mental health services to underserved constituents in Council District 46.
Abreu,"Jewish Board of Family and Children's Services, Inc.",Mental Health Services - Council District 7,135564937,5000,DHMH,Funding to support mental health services in Council District 7.
Menin,"Jewish Board of Family and Children's Services, Inc.",One Call Center,135564937,5000,DHMH,"To support the One Call Center and hotline for referrals and clinic services, publicly noticed through Council District 5 monthly newsletter and website."
Louis,Jewish Child Care Association of New York,East Flatbush Community Services - Council District 45,131624060,5000,DYCD,"Funds will support programs related to assessment, crisis intervention, and treatment in Council District 45."
Joseph,Jewish Child Care Association of New York,LEAP Program,131624060,10000,DYCD,Funds will support the LEAP Program serving foster youth.
Vernikov,Jewish Children's Museum,Educational & Cultural Programs,133798344,5000,DCLA,Funds to cover costs of educational and cultural programs that include museum tours and hate crimes initiative programming.
Mealy,Jewish Children's Museum,Educational & Cultural Services - Council District 41,133798344,10000,DCLA,Funds will support educational and cultural services in the Council District 41.
Brewer,"Jewish Community Center in Manhattan, Inc., The",D3 Open Arms Coalition,133490745,5000,DHMH,Funds will be used to support the D3 Open Arms Coalition.
Speaker,"Jewish Community Center of Staten Island, Inc.",2027 Sunrise Day Camp,135562256,15000,DYCD,To provide funding support for the day camp.
Speaker,"Hanks Jewish Community Center of Staten Island, Inc.",Social Adult Day Care,135562256,25000,DFTA,Funding to support JCC to cover staffing and activities to provide critical programming and enhance activities to support our Social Adult Day Care (SADC).
Carr,"Jewish Community Center of Staten Island, Inc.",Sunrise Camp,135562256,5000,DYCD,Funds to be used to help support Summer Camp operational costs and programming.
Banks,"Jewish Community Council of Canarsie, Inc.",Council District 42,112608645,5000,DYCD,Funds will go towards supporting braiding instruction programming and football programming in Council District 42.
Narcisse,"Jewish Community Council of Canarsie, Inc.",Council District 46,112608645,8500,DYCD,Funding to provide programming and social services and activities in Council District 46.
Banks,"Jewish Community Council of Canarsie, Inc.",Creative Spoken Word Program,112608645,2500,DYCD,"Funds will support and produce Spoke Word program in Council District 42, in partnership with community-based organizations."
Banks,"Jewish Community Council of Canarsie, Inc.",Programmatic Support - Council District 42,112608645,8000,DYCD,Funds will support local community development and community-based programming in Council District 42. Page 88 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Banks,"Jewish Community Council of Canarsie, Inc.",Southeastern Brooklyn Special Community Support,112608645,20500,DYCD,Funds will go towards supporting community initiatives throughout the 42nd Council District in Brooklyn.
Speaker,"Jewish Community Council of Greater Coney Island, Inc.",,112665181,75000,DYCD,Funding to support a youth baseball program and a youth football program.
Vernikov,"Jewish Community Council of Greater Coney Island, Inc.",NonProfit Help Desk,112665181,5000,DYCD,Funding will support free workshops and office hours for organizations.
Zhuang,"Jewish Community Council of Greater Coney Island, Inc.",NonProfit HelpDesk,112665181,12500,DYCD,Funding to support the costs associated with providing Non-Profit Support Services.
Hankerson,"Jewish Community Council of Greater Coney Island, Inc.",NonProfit HelpDesk to - Council District 28,112665181,5000,DYCD,Funds will go toward the NonProfit HelpDesk to assist non-profits based in or founded by residents of Council District 28.
Brooks-Powers,"Jewish Community Council of the Rockaway Peninsula, Inc.",Council District 31,112425813,25000,DYCD,"Funding to support programming and services, such as Medicare assistance, case management for seniors, and emotional support programming through the arts. Additionally, providing emotional support programming for youth following the October 7 attacks."
Abreu,Jewish Home Lifecare Manhattan,Council District 7,131624033,10000,DFTA,Funding to support the New Jewish Home Geriatrics Career Development program.
Speaker,Jewish Home Lifecare Manhattan,Geriatrics Career Development Program,131624033,100000,DFTA,To provide funding support for the geriatrics career development program.
Schulman,Jewish Institute of Queens,Emergency Food Program,542068797,29500,DYCD,To support the emergency food program which provides food pantry bags to those in need and in Council District 29.
Maloney,Jewish Museum,Council District 04,136146854,5000,DCLA,"Funding will be used to continue to educate older adults, staff and social work students through advocacy workshops."
Menin,Jewish Museum,Family Day Festivals,136146854,5000,DCLA,"Funding to support Family Day Festivals, including concerts from popular children's entertainers, scavenger hunts and tours in the galleries publicly noticed through Council District 5 monthly newsletter and website."
Wilson,Jewish Museum,High School of Fashion Industries (02M600) & Public School 051M Elias Howe School (02M051),136146854,10000,DCLA,To support Movies That Matter Partnerships and Art Partnerships with High School of Fashion Industries (02M600) and Public School 051M Elias Howe School (02M051).
Aldebol,Jewish Museum,Museum’s School Access initiative - St. Joseph’s School for the Deaf,136146854,10000,DCLA,Funding will support a multi-session arts partnership for students from St. Joseph’s School for the Deaf through the Museum’s School Access initiative.
Narcisse,"Jewish Orthodox Women's Medical Association, Inc.",Council District 46,841743835,5000,DHMH,Funds to provide health services and programming to Council District 46.
Menin,"Jewish Orthodox Women's Medical Association, Inc.",Council District 5,841743835,5000,DHMH,Funds would be used for health-related programming for Council District 5.
Louis,"Joseph Prison to Palace Program, Inc.",Pickleball Bi- Weekly Clinics - District 45,851603288,5000,DYCD,"Funds will support pickleball training and skill-building opportunities, while fostering social connections and family engagement in Council District 45."
Joseph,"J'Ouvert City International, Inc.",,113362754,5000,DYCD,"Funds to support expenses associated with Parade, Labor Day J’Ouvert activities which includes, steelbands and masquerade performances and other operational expenses."
Hudson,"J'Ouvert City International, Inc.",Education & Cultural Activities,113362754,5000,DYCD,Funding to support the costs associated with J'Ouvert celebrations and events.
Wilson,"Joyce Theater Foundation, Inc.",Subsidized Tickets - JoycePass,133038262,7500,DCLA,Funds will be used to support subsidized tickets to performances at the Joyce Theater. Page 89 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Louis,"Juneteenth NYC, Inc.",Juneteenth NYC Festival & Parade - District 45,873965180,5000,DYCD,"Funds will support the Juneteenth annual parade and festival celebrating freedom through education, entrepreneurship, arts, wellness, youth programming and small business economic development."
Williams,"JustFix, Inc.",,813080695,5000,HPD,Funding will support programming in Council District 27.
Banks,"JustFix, Inc.",Council District 42,813080695,5000,HPD,"Funding will support online tenant tools that help unrepresented New York City tenants understand, assert, and enforce their housing rights in Council District 42."
Speaker,"J. Sanchez JustFix, Inc.",Tenant Self Services,813080695,20000,HPD,"Funding allocation will support online tenant tools that help unrepresented New York City tenants understand, assert, and enforce their housing rights. These self-service tools are mobile-friendly, multi-lingual, and available for free, 24/7, citywide."
Brewer,"JustFix, Inc.","Who Owns What, Tenant App & Eviction Free NY - Council District 6",813080695,5000,HPD,"Funding will support tools, resources, and trainings for tenants in Council District 6 to help them understand and exercise their housing rights."
Louis,"Justice Innovation, Inc.",Brooklyn Mental Health Court Program - Council District 45,852810883,5000,DYCD,Funds to be used for Brooklyn Mental Health Court program in Council District 45.
Stevens,"Justice Innovation, Inc.",Center for Court Innovation's - Bronx Community Solutions (BCS) Initiative - Council District 16,852810883,10000,DYCD,"Funding will be used for the Center for Court Innovation's Bronx Community Solutions (BCS) Initiative which improves neighborhood conditions, funds will be used for supplies and community service projects in Council District 16."
Brewer,"Justice Innovation, Inc.",Midtown Community Justice Center: Community Justice Initiative,852810883,5000,DYCD,Funds will support community engagement events and community-based programs at the Midtown Community Justice Center.
Speaker,"Riley Justice Innovation, Inc.",RISE Project,852810883,50000,DYCD,To provide funding support for the RISE Project.
De La Rosa,"Kan Cobra Tiger Alliance, Inc.",Community Programming - Council District 10,463766464,5000,DYCD,To support community programming in Council District 10.
Schulman,"Kew Gardens Council for Recreation and the Arts, Inc.",WE'RE TOGETHER - Kew Gardens,112556658,5000,DYCD,"Funding will be used to help support the following events: Kew Gardens Community Arts Day, Kids Art in the Park, Kew Gardens Planting Day and events at the Kew Gardens Community Center."
Brooks-Powers,"Kickers Youth Sports Association of Southeast Queens, Inc.",Council District 31,112988905,10000,DYCD,"Funding to support youth programming, including team sports activities, in Council District 31."
Krishnan,"Kinding Sindaw Heritage Foundation, Inc.",Council District 25,472655890,5000,DCLA,Funds will be used to cover administrative and operational expenses for programming.
Joseph,"Kindred Enterprises Foundation, Inc.",Council District 40,884112174,5000,DYCD,Funds will support the Baking and Pastry Arts Program in Council District 40.
Williams,"King Manor Association of Long Island, Inc.",,112396324,5000,DCLA,Funding will support programming in Council District 27.
Williams,"King of Kings Foundation, Inc.",,030583790,5000,DYCD,"Funding will support mentoring, substance abuse, conflict resolution and anti-drug programming for youth in Council District 27."
Brooks-Powers,"King of Kings Foundation, Inc.",Council District 31,030583790,8000,DYCD,Funding to support community events and programming in Council District 31.
Speaker,"Hankerson King of Kings Foundation, Inc.",Positive Impact Movement Mentoring Program,030583790,50000,DYCD,"Funds will be used to enhance the ""Positive Impact Movement (PIM) Mentoring Program"" and ""Anti-Drug-Anti-Gang Warriors Tour Program"" by making them more available to schools, community centers, recreational centers, libraries and youth detention centers."
Louis,"Kings Against Violence Initiative, Inc.",Youth Violence Intervention Programs - Council District 45,811626947,5000,DYCD,Funds will support youth violence intervention programs in community and school settings within Council District 45.
Narcisse,"Kings Bay YM-YWHA, Inc.",ESOL & Civics Classes,113068515,15000,DYCD,Funding to support ESOL & Civics preparation classes to immigrants residing in the community. Page 90 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Vernikov,"Kings Bay YM-YWHA, Inc.",Food Pantry,113068515,5000,DYCD,Funds will be used to enhance and grow the client-choice Food Pantry at the Kings Bay Y.
Narcisse,"Kings Bay Youth Organization, Inc.",,116020722,5000,DYCD,Funds will support after-school athletic programming for youth.
Vernikov,"Kings Bay Youth Organization, Inc.",,116020722,8000,DYCD,"Funds will be used to purchase equipment, sports supplies, uniforms, trophies to support various youth sports programs."
Felder,"Kings Highway Beautification Association, Inc.",,204986882,5000,DYCD,"Funding will be used for operational expenses related to neighborhood cleanups, anti- graffiti initiatives and beautification of Kings Highway, which constituents can call in graffiti-ridden locations for fast response clean up."
Vernikov,"Kings Highway Beautification Association, Inc.",,204986882,8750,DYCD,"Funds will be used for corridor cleaning, graffiti removal, snow response, beautification and merchant engagement."
Hudson,Kings Majestic Corporation,Artist Residency Programs - Council District 35,112956108,5000,DCLA,Funding for artist residency programs in Council District 35.
Osse,Kings Majestic Corporation,Council District 36,112956108,7500,DCLA,Funding to support cultural programming in Council District 36.
Dinowitz,Kingsbridge Historical Society,2026 Exhibition & Lecture Series - Council District 11,463952918,10000,DYCD,Funding to support historical society lectures and exhibitions series programs in Council District 11.
Speaker,Dinowitz Kingsbridge-Riverdale-Van Cortlandt Development Corporation,Community Building Initiative,133097905,50000,DYCD,Funding to support production of a series of cultural and community building events in Council District 11.
Dinowitz,Kingsbridge-Riverdale-Van Cortlandt Development Corporation,Community Events & 4Bronx Project - Council District 11,133097905,20000,DCLA,Funding to support community events and the 4Bronx Project in Council District 11.
Aldebol,Kips Bay Boys & Girls Club,Throggs Neck Community Center,131623850,30000,DYCD,To empower teens and youth through services at the Throggs Neck Community Center.
Speaker,Aldebol Kips Bay Boys & Girls Club,Throggs Neck Neighborhood & Throggs Neck Community Center,131623850,50000,DYCD,"Funds will be used to provide programming to Bronx youth and teens within Council District 13 through mental health services, sports programming, social activities, and more."
Maloney,Kips Bay Neighborhood Alliance,Council District 04,455308456,5000,DYCD,"Funds will be used to support the dog run, including upgrades."
Epstein,Kips Bay Neighborhood Alliance,Council District 2,455308456,5000,DYCD,Funds will support programs and operations in Council District 2.
Riley,"Klinic Kids, Inc.",Youth Mental & Physical Health Mentorship - Council District 12,921659047,10000,DYCD,Funds to support youth Mental & Physical Health Mentorship program in Council District 12.
Felder,"Knafayim, Inc.",,812729166,5000,DHMH,Funding to provide training for nurses involved in traumatic birth and provide educational and supportive resource for women who have undergone loss.
Vernikov,"Knafayim, Inc.",,812729166,15000,DHMH,Funding to provide training for nurses involved in traumatic birth and provide educational and supportive resources for women who have undergone loss.
Epstein,"Knafayim, Inc.",Council District 2,812729166,5000,DHMH,"Funds will support training programs, supportive care packets, and related services in Council District 2."
Williams,"Kofago Institute, Inc.",Youth Leadership & Creative Development Program - Council District 27,922648315,5000,DCLA,"Funding will support mentorship, and professional performance experiences for teens and young adults, building job readiness, leadership, and creative development in Council District 27."
Lee,Korean American Association of Queens New York,,454685421,5000,DYCD,Funds will support their community services and programming
Ung,Korean American Association of Queens New York,,454685421,10000,DYCD,"To support the celebration of traditional Korean holiday events: Lunar New Year, Dano, and Harvest Festival."
Ung,"Korean American Civic Empowerment For Community, Inc.",Council District 20,203987662,15000,DSS/HRA,To support KACE's programming and in person legal service clinics for residents of Council District 20. Page 91 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Gennaro,"Korean American Family Service Center, The",,133609811,5000,DYCD,"Funding to provide culturally and linguistically appropriate domestic violence prevention and intervention services, individual and family counseling for all ages, referrals, support groups and affordable after-school."
