member,organization,program,ein,amount,purpose
Abreu,"ARC XVI Fort Washington, Inc.",Older Adults Citizen Transit - Council District 7,132745426,10000,"Funding to support ARC XVI programming for older adults travel for CB 9, 10, 11 and 12 in Council District 7."
De La Rosa,"ARC XVI Fort Washington, Inc.",WHIST Transportation - Council District 10,132745426,15000,To support transportation services for seniors in Council District 10.
Vernikov,"Art for Charity Association, Inc.",,822103220,10000,"Funding will be used for programs for Holocaust Survivors and WWII veterans including food distributions, holiday celebrations and other events; home visits to provide social and emotional support."
Gennaro,"Asian Americans For Equality, Inc.",,133187792,10000,Funding to support older adults programming including intervention and immigrant services.
Zhuang,"Asian Community Center, Inc.",Senior Tax Services,882701146,5000,Funding for senior services including free tax preparation in Council District 43.
Vernikov,"Association of Holocaust Survivors from the Former Soviet Union, Inc.",,113395358,5000,"Funding to support cultural and educational lectures, movies, food distribution and excursions for Holocaust survivors."
Brooks-Powers,"Bartlett Foundation, The",Council District 31,900952784,5000,Funds to be used to assist in senior and veteran community engagement and recognition efforts in Council District 31.
Brannan,"Bay Ridge Center, Inc.",Senior Services & Programming - Council District 47,800559714,8500,"To support operating expenses associated with senior services programming, including events, case management and meal program."
Dinowitz,"Bedford Park Multi-Service Center for Senior Citizens, Inc.",Access to Critical Services for Older Adults - Council District 11,132745303,10000,"Funding for basic direct health services, provide education, counseling around prevention and management of chronic diseases in Council District 11."
Narcisse,Bergen Basin Community Development Corporation d/b/a Millennium Development,Mill Basin Senior Program,113199040,40000,Funding to provide senior educational and recreational activities and services at the Mill Basin Senior Program.
Banks,Bergen Basin Community Development Corporation d/b/a Millennium Development,Older Adults Programming - Council District 42,113199040,22500,"Funds will used to provide senior programming, recreational trips, and workshops for our aging populations throughout the 42nd Council district."
Louis,Bergen Basin Community Development Corporation d/b/a Millennium Development,Philip Howard Houses - Council District 45,113199040,25000,Program will support a NORC program at the Philip Howard Houses. It will allow the seniors of the building to come down and have a place to socialize and attend health/wellness classes.
Salaam,Bethany Baptist Church,,132720535,5000,Funds to provide nutrition education for better health for older adults.
Abreu,"Blue Card, Inc., The",Holocaust Survivor Assistance Program - Council District 7,131623910,10000,Funding to support The Blue Card Holocaust Survivor Assistance Program in Council District 7.
Felder,Boro Park Jewish Community Council,,113475993,500,Funds will be used to provide activities and special events in the community for families including entertainment and cultural outings.
Hanif,Boro Park Jewish Community Council,Council District 39 & Neighborhoods,113475993,11000,Support services for seniors and holocaust survivors in Council District 39 and the surrounding areas.
Brooks-Powers,"Braata Productions, Inc.",Singing for Seniors - Council District 31,273402327,10000,Funding to support Braata singing programming in senior centers in Council District 31. Page 2 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Marmorato,"Bronx House, Inc.",,131739935,10000,"Funds will be used to provide breakfast to seniors, trips for seniors, and to help support the senior computer lab."
Ayala,"BronxWorks, Inc.",Community Food Tour - Moore Senior Center,133254484,10000,"To support Community Food Tour series and educate residents about farmers markets, grocery stores, and other food resources at Moore Senior Center."
Feliz,"BronxWorks, Inc.",East Concourse Senior Center,133254484,10000,Funds will support the operations and programming at BronxWorks East Concourse Senior Center.
Sanchez,"BronxWorks, Inc.",Housing Navigator Services & Walk-in Services - Heights Older Adult Center,133254484,17500,To support housing navigator services and walk-in services at Heights Older Adult Center.
Sanchez,"BronxWorks, Inc.",Morris Innovative Older Adult Center,133254484,17500,"To support art classes, transportation for recreational trips to theaters and other cultural institutions, and the purchase of new electronic equipment to enhance recreational time at the center."
Stevens,"BronxWorks, Inc.",NORC - River Park Towers - Council District 16,133254484,10000,Funds will be used to support social services program for the Naturally Occurring Retirement Community (NORC) at River Park Towers.
Banks,"Brookdale Hospital Medical Center, The",OBH At Your Door: Senior Health & Wellness Workshops - Council District 42,111631746,25000,"Funds will be used for bringing essential health and wellness services directly to seniors in the East New York, parts of Brownsville, to encourage seniors living in Council District 42 to live a healthy life."
Brannan,Brooklyn Academy of Music,Cultural & Arts Programming for Seniors,112201344,5000,"To support cultural and arts talks, Q&As, workshops, and other programming for seniors in Council District 47."
Louis,Brooklyn Academy of Music,Senior & Education Program - Council District 45,112201344,6000,Funds will support senior programming for seniors in Council District 45.
Hudson,Brooklyn Academy of Music,Senior & Education Programming - Council District 35,112201344,10000,"Funding to support programming for older adults, including BAM Next Wave and Senior Cinema."
Restler,Brooklyn Bureau of Community Services,Lifelong Enrichment Program - Council District 33,111630780,5000,To support services and activities to senior citizens in Council District 33 with developmental disabilities who are over age 50.
Narcisse,"Brooklyn Chinese-American Association, Inc.",Avenue U Senior Center,113065859,10000,Funding to support recreational and educational activities for older adults at Avenue U Senior Center.
Aviles,"Brooklyn Chinese-American Association, Inc.",Senior Services - Council District 38,113065859,5000,Funding to support costs associated with programming at Sunset Park Senior Center.
Hudson,"Brooklyn Community Pride Center, Inc.",LGBTQ+ Social Isolations Programs (Elders) & Health and Wellness Programs (Elders),262214534,5000,"Funding to support ElderPride, LGBTQ+ Social Isolations Programs (Elders) & Health and Wellness Programs (Elders), including programming and recreational services."
Hudson,Brooklyn Defender Services,Older Adult Legal Assistance - Council District 35,113305406,5000,Funding to support operational expenses of the Civil Justice Program for older adults in Council District 35.
Louis,"Brooklyn Lifelong Learning, Inc.",Council District 45,463634121,5000,The funds will be used for programmatic support for seniors in Council District 45.
Adams,"Brooks Senior Center, Inc.",Older Adults Services,112329979,20000,Funds will support the Centers operational costs and programmatic needs.
Nurse,"Bushwick Starr, Inc.",Palmetto Gardens Senior Club,264546315,10000,"Funds will support senior programming, services, and operational support for the Palmetto Gardens Senior Club."
Zhuang,"CAIPA Foundation, Inc.",Senior Health Services,262791755,5000,"Funding for the AAPI Older Adults Health Initiative by CAIPA Foundation, Inc in Council District 43. Page 3 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Salaam,"Canaan Senior Service Center, Inc.",,112358083,5000,"To support the growth and well-being of older adults by funding technology lessons, cultural programs, nutrition education, mental health support, and transportation for community outings and activities."
Carr,Carmel Richmond Nursing Home,,132720248,17000,"Funds will support improved infection prevention and control measures in the nursing home, and partially support the salary of a Infection Control Nurse."
Menin,"Carnegie East House Housing Development Fund Company, Inc.",,133436898,5000,Funding will support nursing care including health monitoring and personal care.
Ayala,"Carter Burden Center for the Aging, Inc., The",Lehman Senior Center,237129499,10000,To provide funding for daily programming at Lehman Senior Center.
Ayala,"Carter Burden Center for the Aging, Inc., The",Leonard Covello Senior Center,237129499,10000,To provide funding for daily programming at Leonard Covello Senior Center.
Powers,"Carter Burden Center for the Aging, Inc., The",Luncheon Club & Older Adults Program,237129499,5000,Funding will support the Carter Burden Luncheon Club and Older Adults program.
Salaam,"Catholic Charities Community Services, Archdiocese of New York",,135562185,5000,"Funds will provide support services to aging populations, including case management, emergency assistance, housing resources, and digital tools to enhance stability and self- sufficiency."
Narcisse,"Catholic Charities Neighborhood Services, Inc.",Bay Older Adult Center,112047151,15000,"Funding to support senior programming, services and activities in Council District 46 at Bay Older Adult Center."
Vernikov,"Catholic Charities Neighborhood Services, Inc.",Bay Senior Center,112047151,5000,Funding to support operating and educational programming at Bay Senior Center.
Paladino,"Catholic Charities Neighborhood Services, Inc.",Bayside Senior Center,112047151,5000,"Funding will be used to support educational/recreational & health promotion activities, transportation services and to provide general support to program operation for the Bayside Senior Center in Council District 19."
Zhuang,"Catholic Charities Neighborhood Services, Inc.",CCNS Lodge Older Adults,112047151,5000,Funding to support the senior center CCNS Lodge Older Adults.
Caban,"Catholic Charities Neighborhood Services, Inc.",Dellamonica Senior Center,112047151,30000,Funds will be used to defray the cost of operating the Dellamonica Senior Center in Astoria.
Louis,"Catholic Charities Neighborhood Services, Inc.",Glenwood Senior Center - Council District 45,112047151,10000,"Funds will be utilized to support CNS Glenwood Senior Center to enhance and subsidize the services due to increased needs of the elderly as well as educational/recreational & health promotion activities, enhance virtual program."
Ariola,"Catholic Charities Neighborhood Services, Inc.",Howard Beach Senior Center,112047151,5625,"Funds will support the general operations of the Howard Beach Senior Center, as well as the Center's educational, recreational, health and other programs, including transportation needs for seniors."
Restler,"Catholic Charities Neighborhood Services, Inc.",Northside Senior Center,112047151,5000,To support the CCNS Northside Senior Center.
Adams,"Catholic Charities Neighborhood Services, Inc.",Ozone Park Older Adult Center,112047151,5000,"Funds will support educational, recreational and wellness activities for older adults and to assist with the general costs of the center's operation."
Restler,"Catholic Charities Neighborhood Services, Inc.",Pete McGuinness Older Adult Center,112047151,10000,To support the CCNS Pete McGuinness Senior Center. Page 4 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Mealy,"Catholic Charities Neighborhood Services, Inc.",Riverway Older Adult Center,112047151,5000,"Funds will be used to enhance senior programming, health and wellness, educational, and recreational activities."
Mealy,"Catholic Charities Neighborhood Services, Inc.",Riverway Older Adult Center,112047151,6000,"Funds will be used to support educational & recreational and health promotion activities and to subsidize utilities, transportation service, and to provide supplies and general support to operate the program."
Ariola,"Catholic Charities Neighborhood Services, Inc.",Seaside Older Adult Center,112047151,5625,"Funds will support the Seaside Senior Center's educational, recreational and health promotion activities, transportation needs by seniors and to provide support for general operations."
Lee,"Catholic Charities Neighborhood Services, Inc.",Senior Programming,112047151,26000,"Funds are to be used for Council District 23 seniors, specifically in support of educational and health promotion activities and to subsidize increased meals cost and transportation and to provide general support to program operations."
Ariola,"Catholic Charities Neighborhood Services, Inc.",Woodhaven- Richmond Hill Older Adult Center,112047151,5625,"Funds will support the Woodhaven-Richmond Hill Senior Center's educational, recreational and health promotion activities, transportation needs by seniors and to provide support for general operations."
Salaam,"Catholic Managed Long Term Care, Inc.",,208180809,5000,Funds to help in providing care for older adults.
Salaam,"Catholic Managed Long Term Care, Inc.",,208180809,5000,Funds to help in providing care for older adults.
Hanks,"Center For Hope Services, Inc.",Age-Friendly Care Program - Council District 49,882507208,10000,Funding will support the Age-Friendly Care program in Council District 49.
Farias,"CenterLight Health System, Inc.",NORC Program - Council District 18,133323765,15000,Funding to support programming for seniors in Council District 18.
Caban,"Central Astoria Local Development Coalition, Inc.",Senior Services,112652331,7000,Funds will be used to provide counseling and case work assistance to local seniors.
Ariola,"CHAZAQ Organization USA, Inc.",Older Adult Food Pantry,462148352,10000,Funds will be used to support the food pantry that feeds older adults in need.
Vernikov,"Children of World War II from the Former Soviet Union, Inc.",,275377248,5000,"Funding to support programming and activities for seniors including cultural excursions, computer training, and health lectures for seniors."
Aviles,"Chinese American Planning Council, Inc.",,136202692,30000,Funds will be used to support Older Adult Mental Health (OAMH) program.
Narcisse,"Chinese American Planning Council, Inc.",Council District 46,136202692,5000,"Funding to provide culturally responsive outreach, services and recreationally activities to older adults in the 46th Council District."
Ung,"Chinese American Planning Council, Inc.",Nan Shan Senior Citizens Center,136202692,19000,"To support Nan Shan Senior, including congregate lunch, case assistance, support services, ESL classes, exercise activities to promote a healthy and active lifestyle, arts and culture activities, and recreation programming for seniors."
Zhuang,"Chinese American Social Services Center, Inc.",Council District 43,474279061,5000,Funding to support senior programs and services in Council District 43.
Powers,CityMeals on Wheels,,133634381,5000,Funding will support nutritious meals to homebound elderly in Council District 4.
Brooks-Powers,CityMeals on Wheels,Council District 31,133634381,5000,"Funding will provide emergency meals to Council District 31 residents in cases of inclement weather, specific localized emergencies, or city-wide crises. Page 5 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Narcisse,CityMeals on Wheels,Emergency Food - Council District 46,133634381,5000,Funding to support emergency meals to seniors in Council District 46.
Moya,CityMeals on Wheels,Fresh Produce Program - Council District 21,133634381,25000,Funds will be used for fresh produce and food deliveries to Council District 21 residents.
Brannan,CityMeals on Wheels,Meal Delivery - Council District 47,133634381,5000,Funds to support Meals on Wheels operations in Council District 47.
Paladino,"Commonpoint NY, Inc.",Bay Terrace Senior Program,113071518,10000,"Funds will be used to help older adults to live healthy, fulfilling and socially connected lives within their home communities in Council District 19."
Paladino,"Commonpoint NY, Inc.",Clearview Assistance Program,113071518,10000,Funding will help support the Clearview Assistance Program in Council District 19.
Paladino,"Commonpoint NY, Inc.",Senior Transportation,113071518,15000,"The program will provide seniors over the age of sixty who reside in the greater Clearview, Whitestone, Le Harve, Bay Terrace, and Flushing Communities with dedicated transportation service in Council District 19."
Hanks,"Community Agency for Senior Citizens, Inc.",Cassidy Coles Older Adult Center,133263537,15000,Funds will be used to provide services and support to Cassidy Coles Older Adult Center.
Hanks,"Community Agency for Senior Citizens, Inc.",New Lane Older Adult Center,133263537,15000,Funding will support services at the New Lane Older Adult Center.
Williams,"Community Bridge Home, Inc.",Council District 27,113192295,5000,Funding will be used to support the costs associated with senior programming in Council District 27.
Felder,Congregation Bnai Yosef,,111994182,10000,Funding to support meals for seniors who visit the facility.
Feliz,"Council of Belmont Organizations, Inc.",Public Benefits Support - Council District 15,132755323,30000,"Funds will support COBO'S senior assistance programming, including filing paperwork for public benefits for residents of Council District 15."
Louis,"Council of Jewish Organizations of Flatbush, Inc.",Council District 45,112864728,5000,"Funds will support services in Council District 45 for immigrant seniors, providing them with assistance to complete applications to obtain permanent residence and citizenship, work permits, adjustments of immigrant status, and fee waiver."
Joseph,"Council of Jewish Organizations of Flatbush, Inc.",Older Adults Housing Assistance - Council District 40,112864728,5000,Funds will be used to provide services related to housing assistance and foreclosure prevention services for adults in Council District 40.
Zhuang,"Council of Jewish Organizations of Flatbush, Inc.",Senior Support Services,112864728,10000,Funding to support senior programs and services.
Louis,"Council of Peoples Organization, Inc.",Council District 45,753046891,8000,Funds will support senior programming in Council District 45.
Hanif,"Council of Peoples Organization, Inc.",Senior Center Programming,753046891,16500,"To support Senior Center and related programs that provide hot meals and food pantry items, as well as offering them critical services in case management, nutrition, and education."
Brewer,"Council of Senior Centers and Services of NYC, Inc.",Rights & Information for Senior Empowerment,132967277,5000,Funding will support Rights & Information for Senior Empowerment programming and services in Council District 6.
Osse,"Crown Heights Jewish Community Council, Inc.",,237390996,10000,Funding will be used for senior social services through Crown Heights Central.
Hudson,"Crown Heights Jewish Community Council, Inc.",Older Adult Programs - Council District 35,237390996,35000,Funding to support older adult programs in Council District 35. Page 6 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Joseph,Crown Heights Preservation Committee Corporation,Older Adult Food Pantry - Council District 40,112322490,10000,Funds to be used to provide services and food pantry to senior in Council District 40.
Hudson,Crown Heights Preservation Committee Corporation,Shalom Senior Center,112322490,10000,"Funding to promote Shalom Senior Center activities such as English Second Language (ESL), fitness classes, arts and crafts and to defray costs of wheel chair accessible bus."
Nurse,"Cypress Hills Fulton Street Senior Citizens Center, Inc.",Senior Programs - Council District 37,112297647,50000,"Funds will go to operational support for NYC Department for the Aging mandated services, health promotion and exercise, technology, insurance and supplemental staff expenses."
Salaam,"Dances for a Variable Population, Inc.",Dance Programs,264572204,5000,"Funds will support a community wellness initiative offering weekly dance programs for seniors, aiming to improve physical health, reduce social isolation, and foster creativity through multi-week dance sessions at various locations."
Bottcher,"Dances for a Variable Population, Inc.",Senior Dance & Community Wellness,264572204,8000,Funds will support Senior Dance and Community Wellness Classes.
Zhuang,Department for the Aging,,136400434,10000,Funds will support programming and services.
Adams,Department for the Aging,Older Adults Services - Council District 28,136400434,5000,Funds will support the agency's meeting costs and outreach efforts.
Sanchez,"Dominicanos USA, Inc.",Adult Literacy Pilot Project - English for Speakers of Other Languages (ESOL) & Citizenship Services,463738190,30000,Funds will support Adult Literacy Pilot Project - English for Speakers of Other Languages (ESOL) & Citizenship Services.
Joseph,"Dorchester Senior Citizens Center, Inc.",Support for Adults - Council District 40,112305581,20000,"Funds to be used to support the nutrition lunch program, health promotion, physical health, nutrition, educational, recreational, arts, cultural and technology programming."
Powers,"DOROT, Inc.",,133264005,5000,Funding will support DOROT's Homelessness Prevention Program which responds to the needs of underserved homeless New York City older adults in Council District 4.
Brewer,"DOROT, Inc.",Programs to Alleviate Social Isolation for Seniors,133264005,5000,Funds will be used to provide programming and services to alleviate isolation of vulnerable older adults in Council District 6.
Abreu,"DOROT, Inc.",Social Isolation Programming - Council District 7,133264005,10000,Funding to support programming to alleviate isolation of vulnerable older adults in Council District 7.
Powers,"Doula Program to Accompany and Comfort, Inc.",,461117388,5000,Funding will support end-of-life doula services in Council District 4.
Banks,East New York Restoration Local Development Corporation,Exercise Classes & Fitness Workshops for Older Adults - Council District 42,461763706,15000,Funds to support the program ENY Restoration which provides exercise classes and fitness workshops to older adults in Council District 42.
Caban,"East River Development Alliance, Inc.",Senior Services - Astoria Houses,861096987,20000,"Funds will be used to provide assistance to local seniors at NYCHA Astoria Houses in the form of workforce development workshops, assistance in navigating public benefits, financial counseling, and free tax preparation assistance."
Ayala,"East Side House, Inc.",Borinquen Court Mitchel Older Adult Center,131623989,5000,To provide funding for enrichment programming and services including trips and extracurricular activities at Borinquen Court Mitchel Older Adult Center. Page 7 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Ayala,"East Side House, Inc.",Patterson Senior Center,131623989,10000,To provide funding for enrichment programming and services including trips and extracurricular activities at Patterson Senior Center.
Brannan,"Edith and Carl Marks Jewish Community House of Bensonhurst, Inc.",Older Adult Services - Council District 47,111633484,11500,To support social services for older adult residents of Council District 47.
Zhuang,"Edith and Carl Marks Jewish Community House of Bensonhurst, Inc.",Senior Services,111633484,35000,Funding for senior activities as part of the Neighborhood Naturally Occurring Retirement Community Program (NNORC).
Powers,"Educational Alliance, Inc., The",Sirovich Center,135562210,5000,Funding will support programming at Sirovich Center.
Rivera,"Educational Alliance, Inc., The",Sirovich Center,135562210,15000,Funds will support Sirovich Senior Center's programs and operations.
Marte,"Educational Alliance, Inc., The",Weinberg Center for Balanced Living,135562210,9000,Funding will support Weinberg Center for Balanced Living.
Morano,Eger Health Care and Rehabilitation Center,Better Life More Living,133524533,17500,Funds will support Better Life More Living programming and services.
Dinowitz,Emerald Isle Immigration Center,Older Adults Services - The Bronx - Council District 11,112932528,10000,Funding to provide older adult services for the aging diaspora of Irish immigrants in Woodlawn.
Won,Emerald Isle Immigration Center,Senior Services,112932528,10000,"Funding to support the Extended Services program including immigration legal support, mental health screening, insurance enrollment assistance, benefits screenings, and case management/counseling."
Bottcher,Encore Community Services,Meals for Seniors - Council District 3,133104293,8500,"Funds will support the provision, preparation, and delivery of meals to older adults."
Brewer,Encore Community Services,Older Adult Home Delivered Meal Program,133104293,5000,"Funds will support the provision, preparation, and delivery of meals to older adults."
Carr,"Federation of Italian American Organizations of Brooklyn, Ltd.",,112507910,9000,Funding to be used for Senior programming.
Aviles,"Federation of Italian American Organizations of Brooklyn, Ltd.",,112507910,10000,"Funds to support NORC programs including Fun Fit Fridays, Book Club, Tombola, Yoga and more."
Joseph,"Fenimore Senior Center, Inc.",Arts & Craft Education - Council District 40,112772287,10000,"Funds to be used for arts and craft education, informational lectures, recreational activities, daily exercises table games, staffing, and operations."
Brewer,"Find Aid for the Aged, Inc.",Hamilton Adult Center - Project FIND Older Adult Classes,132666921,5000,Funds will support Project FIND Older Adult Classes and Activities at Hamilton Older Adult Center.
Bottcher,"Find Aid for the Aged, Inc.",Seniors Programming - Council District 3,132666921,9000,Funds will support programming for seniors.
Louis,"Flatbush Shomrim Safety Patrol, Inc.",Council District 45,203244567,5000,"Funds will support programs in Council District 45 for elderly constituents. Activities include elderly assistance, biased crime, anti-terrorism awareness, medical awareness programs, 24X6 patrol to assist all emergencies for elderly."
Osse,"Fort Greene Council, Inc.",Albany Older Adult Club,112300840,5000,Funding will be used for Albany Older Adult Club programming and services.
Banks,"Fort Greene Council, Inc.",Boulevard Senior Center - Council District 42,112300840,22500,Funds to support programming and continue to serve the older adults at Boulevard Senior Center in Council District 42.
Louis,"Fort Greene Council, Inc.",Clarendon Road Church Senior Programing - Council District 45,112300840,20000,Funds will be used to support Senior Programming for seniors at Clarendon Road Church. Page 8 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Hudson,"Fort Greene Council, Inc.",Grace Agard - Harewood Neighborhood Senior Center,112300840,20000,Funding to support programming at FGC's Grace Agard Harewood Senior Center.
Osse,"Fort Greene Council, Inc.",Grant Square Older Adult Club (OAC),112300840,5000,Funding will be used for Grant Square Older Adult Club (OAC) programming and services.
Mealy,"Fort Greene Council, Inc.",Hugh Gilroy Senior Center,112300840,10000,"The funds will be used to serve all persons 60 years and older, to provide Health and Wellness, Technology, Educational & Recreational activities and Older Adults trips."
Mealy,"Fort Greene Council, Inc.",Marcus Garvey Older Adult Club,112300840,5000,"Funds will be used to enhance senior programming, health and wellness, educational, and recreational activities."
Osse,"Fort Greene Council, Inc.",Maria Lawton Older Adult Club (OAC),112300840,5000,Funding will be used for Maria Lawton Older Adult Club (OAC) programming and services.
Mealy,"Fort Greene Council, Inc.",Mt. Ararat Senior Center,112300840,35000,"The funds will be used to serve all persons 60 years and older, to provide Health and Wellness, Technology, Educational and recreational activities and Older Adults trips."
Osse,"Fort Greene Council, Inc.",Stuyvesant Heights Older Adult Club,112300840,5000,Funding will be used for Stuyvesant Heights Older Adult Club programming and services.
Banks,"Fort Greene Council, Inc.",Teresa Moore Older Adult Center - Council District 42,112300840,5000,"Funds will support programming for older adults at the Teresa Moore Older Adult Center in Council District 42, with a focus on healthy living, digital inclusion, and community engagement."
Powers,"Fund for the City of New York, Inc.",Stonewall Community Development Corporation,132612524,5000,Funding will support the LGBTQ Stonewall Village Senior Housing Project.
Ariola,"Giving Alternative Learners Uplifting Opportunities, Inc.",Therapeutic Riding & Programs for Older Adults,050615968,5000,Funds will support equestrian lessons and therapeutic riding for older adults.
Brewer,Goddard Riverside Community Center,West 88th Street Senior Center,131893908,20000,Funds will support programming at West 88th Street Senior Center.
Ariola,"God's Love We Deliver, Inc.",Thanksgiving & Easter Meals - Council District 32,133366846,5625,"Funds will be used to provide Thanksgiving and Easter meals in Council District 32, specifically the older adult population."
Rivera,"Grand Street Settlement, Inc.",Senior Services - Council District 2,135562230,20000,Funds will support senior programs in Council District 2.
Brooks-Powers,Greater Bethel Community Development Corporation,Council District 31,320000557,10000,The funding will support district based senior services in Council District 31.
Marte,"Greenwich House, Inc.",Independence Plaza Older Adult Center,135562204,10000,"Funding to provide a comprehensive range of social, cultural, and wellness services at the Independence Plaza Older Adult Center."
Marte,"Greenwich House, Inc.",Music School Older Adult Choral & Songwriting Classes,135562204,10000,"Funding will be used to cover program costs associated with the Music School, including teachers and supplies."
Bottcher,"Greenwich House, Inc.",Older Adult Wellness & Workforce Support - Council District 3,135562204,6000,"Funds will be used to provide workforce services, furnishing space, outreach and wraparound services."
Hudson,"GRIOT Circle, Inc.",Health & Wellness - Council District 35,113364328,10000,"Funds will support GRIOT’s core programs, including their Buddy 2 Buddy peer caregiver program for LGBTQIA+ elders of color. Page 9 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Louis,"Haitian Centers Council, Inc.",Council District 45,112648501,6000,"Funds will be used to offer year-round seniors services through free weekly cardio fitness classes, improving the quality of life seniors of color through ongoing culturally- appropriate physical activity and nutritional programs."
Joseph,"Haitian Centers Council, Inc.",Older Adult English Adult Literacy - Council District 40,112648501,10000,Funds to be used to provide older adults English adult literacy and civics engagement programs.
Marte,"Hamilton-Madison House, Inc.",City Hall Older Adult Center,135562412,15000,"These funds will support the City Hall Older Adult Center that serves a majority Asian- American, Chinese-speaking senior population."
Marte,"Hamilton-Madison House, Inc.",Senior Center Programs,135562412,25000,"To support educational and recreational programs for seniors, virtually and in person."
Paladino,"HANAC, Inc.",Angelo Petromelis College Point Senior Center,112290832,20000,"The funds will support operational costs, and activities/programming for seniors at the Angelo Petromelis Senior Center in Council District 19."
Caban,"HANAC, Inc.",Douris Tower,112290832,22000,Funds will be used to defray operating expenses of George Douris Tower.
De La Rosa,"HANAC, Inc.",Hellenic Senior Program - St. Spyridon,112290832,7000,To support senior programming at St. Spyridon Church.
Won,"HANAC, Inc.",Ravenswood Older Adult Center,112290832,10000,"Funding will be used to provide social services, health promotion, wellness with nutrition, health exercises, and senior programming for the Ravenswood Older Adult Center."
Caban,"HANAC, Inc.",Senior Services - Council District 22,112290832,7000,"Funds will be used to support the Extended Services Program, which provides free senior casework in Council District 22."
Salaam,"Harlem Advocates for Seniors, Inc.",,811966114,23500,"Funding to continue providing educational workshops, social engagement activities, and active living programs to empower and support the well-being of older adults in the community."
