member,organization,program,ein,amount,agency,purpose
Joseph,"Caribbean Women's Health Association, Inc.",HIV Prevention Education Services - Council District 40,133323168,10000,DHMH,"Funds will support a variety of HIV Prevention Education services by conducting outreach in community based settings, including venue based, event based and street based outreach in Central Brooklyn."
Joseph,"CaribBeing, Inc.",Council District 40,455192099,10000,DCLA,Funding will support cultural programming in Council District 40.
Louis,"CaribBeing, Inc.",Council District 45,455192099,5000,DCLA,Funds will be used to support programs in Council District 45.
Hudson,Carlos Lezama Archives and Caribbean Cultural Center,"Caribbean Cultural Arts, Research & Steelpan - Council District 35",020749266,5000,DCLA,"Funding to support Caribbean cultural programming, such as, theater, research of archival photos, poetry, costume design, steel pan classes, folk dancing, drumming, and field trips."
Powers,"Carnegie Hall Corporation, The",,131923626,5000,DCLA,Funding will support free summer concerts at Bryant Park in Council District 4.
Bottcher,"Carnegie Hall Corporation, The",Education Programming - Council District 3 Schools,131923626,5000,DCLA,Funds will support partnerships with NYC schools and community venues in Council District 3.
De La Rosa,"Carnegie Hall Corporation, The",Music Education - Council District 10,131923626,5000,DCLA,Funding to support Carnegie Hall Music education program in Council District 10.
Hudson,"Carnegie Hall Corporation, The",Programming in Schools - Council District 35,131923626,5000,DCLA,To support programming in Council District 35 Schools.
Speaker,"Menin, Powers Carnegie Hill Neighbors, Inc.",Clean Streets Initiative,133300409,65000,DYCD,"Funding will support Carnegie Hill Neighbors Clean Streets Initiative, covering costs for street sweeping and caring for green spaces."
Menin,"Carnegie Hill Neighbors, Inc.",Council District 5,133300409,6000,SBS,To support the development of a Business Improvement in Council District 5. Page 46 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Hanif,Carroll Gardens Association Incorporated,Community Defense Network - Southwest Brooklyn,112573432,5000,SBS,Support a Community Defense Network to support immigrants in Southwest Brooklyn.
Hanks,"Casa Belvedere, The Italian Cultural Foundation",Nonno's Community Garden - Council District 49,264411728,5000,DCLA,Funding will support Nonno's Community Garden at Casa Belvedere.
Speaker,"Salamanca Casita Maria, Inc.",,131623994,75000,DCLA,Funding will support Casita Maria's after-school summer programming for Elementary and Middle School students.
Speaker Farias,"Castle Hill District Management Association, Inc.",,920829346,75000,DYCD,"Funding to support marketing, programming, and events at the Castle Hill BID in Council District 18."
Powers,"Catholic Charities Community Services, Archdiocese of New York",,135562185,5000,DSS/HRA,Funding will support legal representation to immigrant children who have fled violence in Central America and are facing removal (deportation) proceedings in New York's immigration court.
Salaam,"Catholic Charities Community Services, Archdiocese of New York",,135562185,5000,DYCD,"Funds will provide support services to vulnerable populations, including case management, emergency assistance, housing resources, and digital tools to enhance stability and self-sufficiency."
De La Rosa,"Catholic Charities Community Services, Archdiocese of New York",Anti-violence Program in Washington Heights/Inwood,135562185,9000,DYCD,Funds to support anti-violence programming in Council District 10.
Ayala,"Catholic Charities Community Services, Archdiocese of New York",Community & Social Services Program - Betance Houses,135562185,10000,DSS/HRA,To provide funding to support the Community and Social Services program at Betance Houses.
Riley,"Catholic Charities Community Services, Archdiocese of New York",Diaper Bank - HomeBase II and IV Sites - Council District 12,135562185,5000,DYCD,Funds to be used to purchase diapers at HomeBase II and IV sites for Council District 12 residents.
Riley,"Catholic Charities Community Services, Archdiocese of New York",HomeBase II and IV Sites & Community Engagement Program - Council District 12,135562185,40000,DYCD,Funds to be used at HomeBase II and IV sites for Council District 12 residents and to support Community Engagement Programs in Council District 12.
Salamanca,"Catholic Charities Community Services, Archdiocese of New York",South Bronx Food Pantry - Council District 17,135562185,15000,DYCD,Funding to support general operating expenses for South Bronx Food Pantry.
Caban,"Catholic Charities Neighborhood Services, Inc.",Adult ESOL Queens,112047151,15000,DYCD,Funding will be used to defray the costs of the ESOL program in Council District 22 including health and mental health support.
Schulman,"Catholic Charities Neighborhood Services, Inc.",Ozone Park Older Adult Center - Council District 29,112047151,5000,DFTA,"Funds will be used to support education, recreation, health promotion activities, case assistance, supplies and transportation for seniors at the Ozone Park Older Adult Center and throughout Council District 29."
Vernikov,"Catholic Migration Services, Inc.",,112634818,5000,DSS/HRA,"Funding to support outreach to low-income New Yorkers, particularly immigrants, and provide legal services."
Won,"Catholic Migration Services, Inc.",Immigration Legal Services,112634818,10000,DSS/HRA,"Funding to support outreach to low-income New Yorkers, particularly immigrants, and provide legal services."
Restler,"CAVE Organization, Inc.",Public Performances & Education Programs - Council District 33,043763314,5000,DCLA,"To support movement classes, professional development, and provide wellness opportunities for Council District 33."
Restler,"CEC Stuyvesant Cove, Inc.",Green Workforce Training Program - Council District 33,522440116,5000,DYCD,Funds will support Green Workforce Training Program in Council District 33.
Speaker,"Powers CEC Stuyvesant Cove, Inc.",Solar One,522440116,75000,DYCD,"Funding will support management, coordination, and delivery of programs including the Green Design Lab, Green Workforce Training Program, Here Comes Solar, and Stuyvesant Cove Park. Page 47 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Brewer,"Center at West Park, The",Inclusion Concert,814802422,10000,DYCD,The funds will be used to organize and host an inclusive teen concert at The Center at West Park.
Salaam,Center for Alternative Sentencing and Employment Services,Nathaniel Mental Health Clinic,132668080,7500,DHMH,To support community members with mental health needs through Nathaniel Mental Health Clinic.
Marte,"Center for Appellate Litigation, Inc.",,113360488,5000,DYCD,"Funding will provide free reading materials to indigent, incarcerated individuals and to advocate for policies that support their access to information."
Speaker,Riley Center for Educational Innovation,Bronx Innovation Center,134113613,150000,DYCD,Funds to support The Bronx Innovation Center in City Council District 12.
Williams,Center for Educational Innovation,Queens Steam Center - Council District 27,134113613,20000,DYCD,Funding to support with the Queens Steam Center work in Council District 27.
Osse,Center for Employment Opportunities,,133843322,5000,DYCD,Funding for CEO's re-entry and job training programs.
Speaker,Ariola Center for Employment Opportunities,Council District 32,133843322,50000,DYCD,Funds will be used for cleanup services in Council District 32.
Aviles,"Center for Family Life in Sunset Park, Inc.",School-Based Programs,851058164,41000,DYCD,To support Center for Family Life school-based programs.
Caban,Center for Family Representation,Right to Family and Home for Good,510419496,6500,DYCD,Funds will be used to defray the cost of providing legal services for disadvantaged families in Council District 22.
Hanks,"Center For Hope Services, Inc.",Age-Friendly Care Program - Council District 49,882507208,10000,DFTA,Funding will support the Age-Friendly Care program in Council District 49.
Bottcher,"Center for Jewish History, Inc., The",Holocaust Education & Programs,133863344,5000,DYCD,Funding will help CJH's efforts to combat antisemitism.
Gutierrez,"Center for Law and Human Values, Inc.",,133085049,5000,DYCD,"Funding will support multiple organizing, fellowship, and immigration programs in Council District 34."
Restler,"Center for Law and Human Values, Inc.",Action Lab & Fellowship Program,133085049,5000,DYCD,To support the Action Lab programming in Council District 33.
Won,"Center for the Integration and Advancement of New Americans (CIANA), Inc.",Immigration Legal Readiness Program - Council District 26,743184835,5000,DYCD,Funding to support CIANA's legal services program in Council District 26.
Paladino,"Center for the Women of New York, Inc., The",Women's Empowerment Program,112876688,7500,DYCD,"Funding will support program, train volunteers and services for food stamps, domestic violence and legal services."
Caban,"Central Astoria Local Development Coalition, Inc.",Commercial Revitalization,112652331,37000,SBS,Funds will be used to promote the local business thoroughfare.
Caban,"Central Astoria Local Development Coalition, Inc.",Community Programs,112652331,36500,DCLA,"Funding will be used to support the annual Waterfront Concert series, Independence Day celebration, and Halloween festival."
Mealy,"Central Brooklyn Jazz Consortium, Inc.",Council District 41,113549224,10000,DCLA,Fund will support Cultures United Jazz Festival in Council District 41.
Schulman,"Central Queens Jewish Community Circle, Inc.",Gift Packages for Vulnerable Neighbors,832963670,5000,DYCD,Funds will be used to support Wellness Webinars and Gift Packages for Holidays.
De La Rosa,"Centro Civico Cultural Dominicano, Inc.",,134027383,5000,DCLA,To support Centro Civico's programming in Council District 10.
Vernikov,Chabad Lubavitch of W Brighton,Manhattan Beach,113137045,5000,DYCD,Funding will support operational cost for food pantry.
Paladino,"Chabad of Northeastern Queens, Inc.",Chabad Community Center,113207716,22500,DYCD,"Funding will assist in the ongoing operations at the Community Center, including after- school programming, programs, classes and services."
Ung,"Chabad of Northeastern Queens, Inc.",Smile on Seniors - Chabad Community Center,113207716,5000,DFTA,To fund senior programming at the Chabad Community Center. Page 48 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Gennaro,Chabad of Queens College,,202070019,10000,DYCD,"Funds will be used to develop and implement a counselling network of professionals and community leaders to help students, young married couples and young professionals navigate challenges. Funds will also facilitate cultural and social programs."
Schulman,"Chabad of Rego Park Corona, Inc.",Weekly Senior Programming,113454297,5000,DFTA,"Funding will support social, recreational, and nutritional programming for participating older adults in the community."
Felder,"Chai Lifeline, Inc.",,112940331,50000,DYCD,"The funds will be used to provide social, emotional, and practical assistance to children, families, and communities impacted by medical crises and trauma through a variety of year-round programs and services."
Holden,"Chamber of Commerce Borough of Queens, Inc.",Business Support - Council District 30,110559220,10000,SBS,Funds to enhance and strengthen community and economic ties in Council District 30.
Schulman,"Chamber of Commerce Borough of Queens, Inc.",Community Business Resources - Council District 29,110559220,10000,SBS,Funding will facilitate programs that will provide assistance and support to existing small businesses throughout Queens.
Paladino,"Chamber of Commerce Borough of Queens, Inc.",Community Business Resources & Community Fireworks Show,110559220,18000,SBS,"To support and promote economic development, job creation, retention, community investment, and community fireworks show in Council District 19."
Lee,"Chamber of Commerce Borough of Queens, Inc.",Council District 23,110559220,10000,SBS,Funds will be used to support Small Business Programming in Council District 23.
Brooks-Powers,"Chamber of Commerce Borough of Queens, Inc.",Council District 31,110559220,10000,SBS,"Funding will support neighborhood-level initiatives that promote economic development, job creation, retention, and community investment in Council District 31."
Holden,"Chamber of Commerce Borough of Queens, Inc.",Holiday Lights - Council District 30,110559220,7500,SBS,"Funds to be used to support holiday lights in commercial district in Council District 30, including Ridgewood Fresh Pond Road."
Ariola,"Chamber of Commerce Borough of Queens, Inc.",Holiday Lights - Ozone Park,110559220,7500,SBS,Funds will be used to put up holiday lights in Ozone Park.
Ariola,"Chamber of Commerce Borough of Queens, Inc.",Howard Beach Holiday Events - Council District 32,110559220,5000,SBS,Funds will support Howard Beach Holiday Events in Council District 32.
Ariola,"Chamber of Commerce Borough of Queens, Inc.",Neponsit Community,110559220,5000,SBS,Funds will be used to help maintain the Neponsit community.
Ariola,"Chamber of Commerce Borough of Queens, Inc.",New Hamilton Beach Civic,110559220,5000,SBS,To help support the New Hamilton Beach Civic community wide events.
Ariola,"Chamber of Commerce Borough of Queens, Inc.",Ozone Park,110559220,5000,SBS,Funds will support small business development and community outreach at Ozone Park in Council District 32.
Ariola,"Chamber of Commerce Borough of Queens, Inc.",Rockaway Civic & Ozone Park,110559220,20000,SBS,Funding will be used for the Rockaway Civic and Ozone Park to hold events and beautify B. 116th St. and B. 129th St. Includes Christmas event on B. 116th St.
Caban,"Chamber of Commerce Borough of Queens, Inc.",Small Business Support,110559220,5000,SBS,Funds will be used to support merchant organizing on Ditmars Blvd.
Ung,"Chamber of Commerce Borough of Queens, Inc.",Small Business Support,110559220,6000,SBS,To fund programming and operational costs for the Small Business Resource Sessions and Merchant Organizing Program.
Williams,"Chamber of Commerce Borough of Queens, Inc.",Winter Market - Council District 27,110559220,5000,SBS,Funds will be used to support the Winter Market on Linden Blvd in Council District 27.
Ariola,"Chamber of Commerce Borough of Queens, Inc.",Woodhaven Veterans Events & Ozone Park Holiday Lights,110559220,20000,SBS,Funds will be used for Woodhaven Veterans event and extra lighting for Ozone Park Holiday lights. Page 49 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Marte,"Charles B. Wang Community Health Center, Inc.",The Teen Resource Center (TRC),132739694,5000,DHMH,Funding to support the Teen Resource Center (TRC) within the Charles B. Wang Community Health Center (CBWCHC).
Vernikov,"Chasdei Devorah, Inc.",,342006065,5000,FDNY,Funding to cover the costs associated with training women to volunteer as (EMTs) and costs associated with operating a volunteer emergency medical service agency.
Narcisse,"Chasdei Devorah, Inc.",Council District 46,342006065,5000,FDNY,Funds to provide health services and programming in Council District 46.
Powers,"Chashama Arts, Inc.",,133862422,5000,DCLA,"Funding will support Chashama’s programming in District 4 to transform unused real estate into spaces for small businesses, artist workspaces, and venues for art presentations and community arts workshops."
Bottcher,"Chashama Arts, Inc.",Council District 3,133862422,5000,DCLA,Funds will support operations and related programming and services.
Menin,"Chashama Arts, Inc.",Council District 5,133862422,5000,DCLA,Funds will be used to provide the service in Council District 5 at 340 E 64th St. They will fund a workspace and presentation space for local artists.
Lee,"CHAZAQ Organization USA, Inc.",,462148352,5000,DYCD,Funding to support operating expenses of community programming and services.
Gennaro,"CHAZAQ Organization USA, Inc.",,462148352,10000,DYCD,Funding to support operating expenses of community programming and services.
Schulman,"CHAZAQ Organization USA, Inc.","Afterschool, Youth, Adult & Educational Programming - Council District 29",462148352,14000,DYCD,"To provide cultural events, seminars, and lectures for youth, teens, and adults; along with nutritious meals and exciting activities in Council District 29."
Bottcher,"Chekpeds, Inc.",Walkmapper,264483508,7000,DYCD,Funds for build and install containers to plant trees on pedestrian islands.
Bottcher,"Chelsea Film Festival, Inc.",13th Annual Edition,464082997,6500,DCLA,Funds will be used to support the 12th annual edition of the Chelsea Film Festival (CFF).
Vernikov,Chesed of Flatbush Services,,884324752,10000,DYCD,Funds will be used to purchase and update current medical equipment and use of volunteer vehicles for deliveries.
Speaker,"Stevens Chess-in-the-Schools, Inc.",,136119036,25000,DOE,To provide funding support for Citywide Chess Programs.
Hudson,"Chess-in-the-Schools, Inc.",Chess Programming - Council District 35,136119036,10000,DOE,Funding to support Chess-in-the-Schools programs in Central Brooklyn.
Won,"Chess-in-the-Schools, Inc.",Council District 26,136119036,5000,DYCD,"Funds will support Chess in Schools programming which includes tournaments, college prep, summer camps, teacher training and after-school"
Schulman,"Chess-in-the-Schools, Inc.","School Program, Tournament Program, College Bound Program & Teacher Training Institute",136119036,6500,DOE,"To support in-school chess instruction, after-school clubs, competitive school-aged chess tournaments, wraparound college access and readiness services for low-income students, and chess trainings for teachers."
Gennaro,Chhaya Community Development Corporation,,113580935,5000,DYCD,"Funds will support outreach efforts, educational workshops, case management and counseling services in Council District 24."
Ung,"Child Center of NY, Inc., The",Council District 20,111733454,6500,DYCD,"To support culturally-sensitive mental health programming, improved access to health care, and related programming to youth in Council District 20."
Lee,"Child Center of NY, Inc., The",Council District 23,111733454,10000,DHMH,Funds will support mental health programming for Council District 23 residents.
Narcisse,"Children With Dignity Foundation, Inc.",Community Events - Council District 46,475067383,5000,DYCD,Funds will be used to host community events and activities in Council District 46.
Salaam,"Children’s Storefront, The",Swap Shop - Council District 9,132940671,5000,DYCD,"Funding to support its bi-annual Swap Shop, providing essential clothing, toys, books, and supplies for families in District 9, with a focus on young children and expecting or postpartum mothers in need."
Speaker,"Ayala Children's Aid Society, The",Summer Youth Programming,135562191,50000,DYCD,"Funding to support off-setting the costs of hiring culinary, dance and theater instructors to provide youth programming. Page 50 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Speaker,Abreu Children's Museum of Manhattan,,132761376,250000,DCLA,Funding to support community outreach programs for children and families.
Speaker,"Salaam Children's Village, Inc.",Drew Hamilton Community Center - Teen Podcast Program,131739945,25000,DYCD,"To expand and formalize a youth-led podcast program that fosters self-expression, media skills, and community engagement through after-school programming at Drew Hamilton Community Center."
Zhuang,"Chimerica Women Association, Inc.",Community Services for Low Income,842066679,5000,DYCD,"Funds to support citizenship tutoring including 4 sections of USCIS exam, 10 weeks for each section in Council District 43."
Marte,"Chinatown District Management Association, Inc.",,455491393,5000,DYCD,"To support the BID's actions towards community safety, especially AAPI businesses and communities."
Ung,"Chinatown Manpower Project, Inc.",Community Development - Council District 20,132755214,5000,DYCD,Funding to offset costs of Job Counselor or Business Counselor to help Council District 20 residents find a job and start/sustain a business.
Marte,Chinatown Partnership Local Development Corporation,Council District 1,421650478,5000,DYCD,Funding will be used to support Chinatown Partnership Local Development Corporation in Council District 1.
Aviles,"Chinese American Planning Council, Inc.",,136202692,25000,DYCD,Funds will be used to support benefit enrollment center.
Schulman,"Chinese American Planning Council, Inc.",AAPI Community Support - Council District 29,136202692,4000,DYCD,"Funding will support programming for Asian American and Pacific communities in direct services, mental health support, youth programs, racial literacy and other culturally competent services in Council District 29."
Speaker,"Ung Chinese American Planning Council, Inc.",Immigrant Legal Support Program,136202692,75000,DYCD,"Funding will be used to meet increased demand for legal services around immigration, housing, and employment. As well as translation services and increase case intake."
Zhuang,"Chinese American Social Services Center, Inc.",,474279061,10000,DYCD,Funds to provide services and programs for Council District 43 community.
Marte,"Chinese Peoples Federation for World Peace USA, Inc.",Chinese Peoples Federation for World Peace,832630080,5000,DYCD,Funds will support programming and activities at the Chinese Peoples Federation for World Peace.
Louis,"Christopher Rose Community Empowerment Campaign, Inc.",Maternal & Child Health Services Program - Council District 45,113423612,5000,DHMH,Funds will be used to support Maternal and Child Health Services Programs in Council District 45.
Bottcher,Church of the Holy Apostles,,132892297,10000,DYCD,Funds will support costs associated with increased hunger relief services.
Restler,"Churches United for Fair Housing, Inc.",,264698161,5000,HPD,Funding to support affordable housing outreach in Council District 33.
Gutierrez,"Churches United for Fair Housing, Inc.",,264698161,6000,DYCD,Funding will support local youth organizing and services in Council District 34.
Osse,"Churches United for Fair Housing, Inc.",,264698161,30000,HPD,Funding for affordable housing and tenant support services in Council District 36.
Gutierrez,"Churches United for Fair Housing, Inc.",Organizing Community Clean Ups- District 34,264698161,8000,DYCD,Funding will support community clean ups in District 34.
Hudson,"Churches United for Fair Housing, Inc.",Turkey Giveaway Support - Council District 35,264698161,10000,DYCD,"Funding to support Council District 35's annual turkey giveaway, including staffing and supplies."
Vernikov,"Ci Cyclones SC, Inc.",,920522791,5000,DYCD,Funding for operational expenses of youth soccer league.
Powers,"Citizens Committee for New York City, Inc.",,510171818,5000,DYCD,"Funding will support the operating expenses of the Neighborhoods Grants program, which helps resident-led efforts to tackle community problems and improve the quality of neighborhood."
Rivera,"Citizens Committee for New York City, Inc.",,510171818,5000,DYCD,Funds will support programs and operations.
Speaker,"Narcisse Citizens Committee for New York City, Inc.",,510171818,75000,DYCD,"Funding for its New Yorkers for Better Neighborhoods program offers skills building workshops, one-on-one project planning assistance, and an equipment loan library to volunteer-led groups."
Gutierrez,"Citizens Committee for New York City, Inc.",Community Leader & Neighborhood Business Support,510171818,5000,DYCD,"Funding will cover expand grassroots projects through virtual programming, information sessions, and additional project support all at no cost to participants. Page 51 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Dinowitz,"Citizens Committee for New York City, Inc.",Community Leader Grants & Neighborhood Business Grants - Council District 11,510171818,10000,DYCD,"Funding to support general operational expenses and skills-building workshops, technical support in the form of project planning assistance and an equipment share library."
Marte,"Citizens Committee for New York City, Inc.",Council District 1,510171818,5000,DYCD,Funds will support Citizens Committee's programs and operations.
Stevens,"Citizens Committee for New York City, Inc.",Council District 16,510171818,10000,DYCD,Funds will be used to support community engagement and outreach for businesses and residents in Council District 16.
Zhuang,"Citizens Committee for New York City, Inc.",Council District 43,510171818,15000,DYCD,To support operational costs to increase grassroots projects to train aspiring community leaders in Council District 43.
Louis,"Citizens Committee for New York City, Inc.",Council District 45,510171818,5000,SBS,Funding will be used for to operational expenses and programs in Council District 45.
Menin,"Citizens Committee for New York City, Inc.",Council District 5,510171818,5000,SBS,Funds would be used to manage and assist with programming for businesses and residents in Council District 5.
Osse,"City Harvest, Inc.",,133170676,5000,DYCD,Funding for food distribution services in Council District 36.
Powers,"City Harvest, Inc.",,133170676,5000,DYCD,Funding will support emergency food rescue and distribution and community-based programming.
Banks,"City Harvest, Inc.",Food Rescue Program - Council District 42,133170676,7500,DYCD,Funds will be used for Food rescue and delivery for New Yorkers in need in the 42nd Council District.
Aviles,"City Harvest, Inc.",Holiday & Food Distribution Event,133170676,20000,DYCD,To support local food distribution including holiday food giveaway.
Nurse,"City Harvest, Inc.",Turkey Giveaway - Council District 37,133170676,7000,DYCD,Funds will support turkey distribution in Council District 37.
Marmorato,City Island Chamber of Commerce,Council District 13,133744227,10000,DYCD,"Funding will be used to support installation, maintenance and removal of Holiday lights across City Island Ave."
Krishnan,"City Mission, Inc.",,472244424,5000,DYCD,Funding to support mural paintings and plantings in Council District 25.
Menin,City Parks Foundation,,133561657,3500,DPR,Funds will be used to support current programming within Council District 5.
Ung,City Parks Foundation,CityParks Play & Build - Council District 20,133561657,7500,DPR,Funding to support community and senior sports programming in parks.
Caban,City Parks Foundation,"CityParks Play, CityParks Learn & Partnership for Parks - Council District 22",133561657,5000,DPR,"Funds will be used to provide free local sports, education, and volunteer programs in Council District 22."
Brewer,City Parks Foundation,CityParks Plays & Shows,133561657,5000,DPR,Funds will support CityParks and Shows programming.
Rivera,City Parks Foundation,Council District 2,133561657,3000,DPR,"Funds will support tenant organizing, advocacy, and eviction prevention programs and operations."
Brooks-Powers,City Parks Foundation,Council District 31,133561657,5000,DPR,Funds to be used for City Parks Foundation programming and services in Council District 31.
Menin,City Parks Foundation,Council District 5,133561657,6000,DPR,Funds will be used to support current and programming within Council District 5.
Marte,City University of New York,"Borough of Manhattan Community College Early Childhood Center, Inc.",136400434,9000,CUNY,Funds will be used to support BMCC's Early Childhood Center to provide early childhood education and childcare services for student parents as they work towards earning their degree.
Hanks,City University of New York,College of Staten Island - Liberty Partnership Student Success Program,133893536,10000,CUNY,Funding to support the Liberty Partnership Student Success Program in Council District 49.
Caban,City University of New York,CUNY Citizenship Now - Council District 22,133893536,9000,CUNY,Funds will support CUNY Citizenship Now programming in Council District 22. Page 52 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Salaam,City University of New York,CUNY Creative Arts Team - Public School 123M Mahalia Jackson (05M123),133893536,5000,CUNY,"To support Creative Arts Team’s arts-in-education programming at PS 123 Mahalia Jackson in Council District 9, using theatre and drama strategies to foster social- emotional learning, creative expression, and community understanding among students."
De La Rosa,City University of New York,CUNY In The Heights - Project Impact,133893536,5000,CUNY,To support CUNY In the Heights(through BMCC) Project Impact Programming in Council District 10.
Menin,City University of New York,CUNY School of Law,133893536,22500,CUNY,To support free legal clinics in City Council District 5 for residents twice monthly for housing and one monthly for small claims.
Adams,City University of New York,CUNY SCHOOL OF LAW,133893536,38000,CUNY,CUNY School of Law - Legal Services - Council District 28
Speaker,City University of New York,CUNY School of Law - Access to Justice,133893536,43000,CUNY,To provide funding support for free legal counseling and assistance including one-on- one and Know Your Rights presentations.
Won,City University of New York,CUNY School of Law - Community Legal Counseling Program,136400434,10000,CUNY,Funds will support immigration legal counseling services to constituents of Council District 26.
Osse,City University of New York,CUNY School of Law - Community Legal Resource - Council District 36,133893536,47000,CUNY,Funding for civil and immigration law counseling in office services in District 36.
Hanif,City University of New York,CUNY School of Law - Community Legal Resource Network,133893536,1300,CUNY,Funding to support legal clinics in Council District 39.
Stevens,City University of New York,CUNY School of Law - Community Legal Resource Network - Council District 16,133893536,5000,CUNY,Funds will be used to provide in-district legal services for Council District 16 residents.
Feliz,City University of New York,CUNY School of Law - Legal Services at District Office,133893536,45000,CUNY,Funds will go towards providing legal consultations in Council District 15.
Lee,City University of New York,CUNY School of Law Justice & Auxiliary Services Corporation - Council District 23,133893536,21000,CUNY,To support legal services within Council District 23.
Krishnan,City University of New York,CUNY School of Law Justice & Auxiliary Services Corporation - Council District 25,133893536,10750,CUNY,To support legal services including information and consultations in Council District 25.
Narcisse,City University of New York,CUNY School of Law Justice & Auxiliary Services Corporation - Council District 46,133893536,25000,CUNY,Funding to support legal information workshops and one-on-one legal counseling in Council District 46.
Brannan,City University of New York,Kingsborough Community College - Aging Mastery Program,136400434,5000,CUNY,Funds to support the Aging Mastery Program at Kingsborough Community College.
Ung,City University of New York,La Guardia and Wagner Archives,136400434,5000,CUNY,To support the New York City Council Collection at LaGuardia Community College.
Ung,City University of New York,Queens College - Asian/Asian American Center,133893536,5000,CUNY,Funds to support the Asian/Asian American Center at Queens College.
Gennaro,City University of New York,Queens College - Footsteps Program,133893536,5000,CUNY,Funding to support operational and administrative costs related to the Queens College Footsteps Project.
Gennaro,City University of New York,Queens College - Taft Institute,133893536,5000,CUNY,Funding to support establishing a community-based project to develop a new curriculum for teaching immigration to high school students at Queens College.
Gennaro,City University of New York,Queens College - Urban Studies Department,133893536,7500,CUNY,"To provide funding support for a needs assessment that will include land use, transportation, gentrification and infrastructure implications. Resources to support the Urban Studies Department at Queens College. Page 53 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Krishnan,City University of New York,Queens Community College - Kupferberg Holocaust Center,136400434,5000,CUNY,Funding to support the Kupferberg Holocaust Center at Queensborough Community College.
Ung,City University of New York,Queensborough Community College - Harriet & Kenneth Kupferberg Holocaust Center,136400434,5000,CUNY,To support programing at the Kupferberg Holocaust Center at QCC.
Schulman,City University of New York,Queensborough Community College - Holocaust Education & Shared Humanity Programming,136400434,5000,CUNY,"Funds to support exhibitions, public programming, and educational resources to help District 29 constituents make clear connections between the Holocaust’s tragic history and issues our society is currently wrestling with."
Gennaro,City University of New York,Queensborough Community College - Kupferberg Holocaust Center,133893536,10000,CUNY,Funding to support the Kupferberg Holocaust Center at Queensborough Community College.
Powers,City University of New York,The Graduate Center - Images of Research Exhibit,133893536,5000,CUNY,Funding will support the design and installation of the Images of Research exhibit.
Stevens,"CITYarts, Inc.",Council District 16,132766701,5000,DCLA,Funds will be used to support the production of public art murals in different areas of Council District 16.
Ariola,"Cityline Ozone Park Civilian Patrol, Inc.",Rockaway Civic & Ozone Park,844635316,5000,DYCD,Funding will help continue to efforts of the Ozone Park Pantry and serving the local community especially seniors.
Lee,CityMeals on Wheels,Council District 23,133634381,10000,DFTA,Funds will support the delivery of emergency meals in Council District 23.
Stevens,CityMeals on Wheels,Home-Delivered Meals - Council District 16,133634381,10000,DYCD,"Funds will be used to support the provision of home-delivered meals to seriously ill people, their children (to age 18) and their senior caregivers in Council District 16."
Abreu,"Classical Theatre of Harlem, Inc., The",Annual Uptown Shakespeare in the Park - Council District 7,134046782,10000,DCLA,Funding to support the Annual Uptown Shakespeare in the Park events in Council District 7.
Gennaro,Climate Museum,,475518278,6000,DCLA,Funding to support field trips to the Climate Museum.
Bottcher,"Clinton Housing Development Company, Inc.",Community Housing Preservation Strategies Initiative,132851988,5000,HPD,"Funds will support tenant information meetings, building-wide meeting, seminars, workshops on topics relevant to forming associations, addressing housing repair issues and landlord/management issues."
Zhuang,"Club A-Elita, Inc.",Eastern European Cultural Dance Program - Council District 43,815218002,5000,DYCD,Funding for Eastern European Cultural Dance Program in Council District 43.
Powers,"Coalition for the Homeless, Inc.",Grand Central Van Food Program - Council District 4,133072967,5000,DHS,Funding will support Grand Central Food program which serves meals to homeless and hungry people on the streets in Manhattan.
De La Rosa,"Coalition on Positive Health Empowerment, Inc.",Health Savvy - Council District 10,272654975,5000,DHMH,To support COPE's Health Savvy programming in Council District 10.
Osse,"Collective Focus Resource Hub, Inc.",,874781583,5000,DYCD,"Funding to support food distribution work, including Wellness Wednesday, operations, programming, and outreach initiatives in Council District 36."
Paladino,"College Point Citizens for Memorial Day, Inc.",Memorial Day - Council District 19,113531420,5000,DYCD,Funds will be used to support Memorial Day programming and services in Council District 19.
Paladino,"College Point Civic Association, Inc.",Taxpayers Services,113057201,7500,DYCD,Funds to support community activities and services in Council District 19.
Lee,"Colonial Farmhouse Restoration Society of Bellerose, Inc.",Council District 23,112508369,28000,DCLA,"To support costs of urban farming, free daily admission, and programming."
