member,organization,program,ein,amount,purpose
Brooks-Powers,"Child Center of NY, Inc., The",Council District 31,111733454,20000,Funding to support for programmatic support for Cornerstones in Council District 31.
Schulman,"Child Center of NY, Inc., The",Home Visits & Prevention Programs - Council District 29,111733454,10000,"To support home visits and preventive services provided to at-risk children, adolescents, and families living in Queens."
Lee,"Child Center of NY, Inc., The",Junior High School 74Q (26Q074),111733454,12000,Funds would be used to support programming at the Middle School program at Junior High School 74Q.
Menin,"Child Center of NY, Inc., The",Public School/Intermediate School 217M (02M217),111733454,15000,To support the afterschool program PS/IS 217 Roosevelt Island (02M217).
Gennaro,"Child Center of NY, Inc., The",RBI Initative,111733454,5000,"Funding to support RBI initiative, which will sponsor a Middle School baseball team at Parsons Beacon; and deliver the Breaking Barriers programs."
Hanks,"Children's Aid Society, The - Curtis High School",Student Health Ambassadors,135562191,5000,Funding will support the Curtis High School Student Health Ambassadors program. Appendix C: Youth Discretionary Page 157 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
De La Rosa,"Children's Aid Society, The",Ercilia Pepin Parent Leadership Institute,135562191,8000,Funds will be used to support programming of The Ercilia Pepin Parent Leadership Institute in Washington Heights.
Ayala,"Children's Aid Society, The",Family Wellness Program,135562191,10000,To provide funding to support Children's Aid Family Wellness Program.
Abreu,"Children's Aid Society, The",Frederick Douglass Center - Council District 7,135562191,8500,Funding to support the afterschool program at Children's Aid Frederick Douglass Center in Council District 7.
De La Rosa,"Children's Aid Society, The",Public School 005M Ellen Lurie (06M005),135562191,8000,Funds will be used to support Children’s Aid Community School After-School Program at P.S. 5 Ellen Lurie in Washington Heights.
Ayala,"Children's Aid Society, The",Summer Enrichment Program - East Harlem,135562191,10000,"To provide summer enrichment program including trips, summer camps, sports clinics, arts and theater."
De La Rosa,"Children's Aid Society, The",TEENS in Action - Salomé Ureña Campus,135562191,8000,To support Children's Aid Society programming in TEENS in Action at the Salomé Ureña Campus.
Hanks,"Children's Aid Society, The",The Goodhue Center,135562191,5000,Funding will support the The Goodhue Center after-school and summer programs.
De La Rosa,"Children's Arts & Science Workshops, Inc.",Young Women's Leadership (YWL) Group,132752494,8000,To support Children's Art & Science workshop's Young Women's Leadership (YWL) Group.
Ung,Chinese American Parent Association,Council District 20,113005001,10000,"Funds will provide a wide range of services including newsletters, educational forums, seminars and workshops in Council District 20."
Krishnan,"Chinese American Planning Council, Inc.",,136202692,5000,"Funds will be used to fund anti-discrimination clinics challenging bullying and bias discrimination for students, educators/service providers, and parents/guardians."
Brannan,"Chinese American Planning Council, Inc.",After-School Program - Public School 170K (20K170),136202692,10000,To support afterschool programming at Public School 170K (20K170).
Brannan,"Chinese American Planning Council, Inc.",After-School Program - Public School 176K (20K176),136202692,10000,To support afterschool programming at Public School 176K (20K176).
Rivera,"Chinese American Planning Council, Inc.",Jacob Riis Day Care Center,136202692,5000,Funds will support CPC's day care center at Jacob Riis.
Ung,"Chinese American Planning Council, Inc.",Lois C. Lee Early Childhood Center & SACC - Public School 20Q,136202692,5000,"To support programming for participants of CPC SACC at Public School 20Q, along with behavioral and emotional programs for children at the Lois C. Lee Early Childhood Center."
Rivera,"Chinese American Planning Council, Inc.",Project Reach,136202692,8000,Funds will support CPC's youth programs including Project Reach.
Schulman,"Chinese American Planning Council, Inc.",Project Reach,136202692,3000,Funding will support racism and Anti-Asian Hate programming and services for students with opportunities to expand as leaders and strengthen knowledge about available resources in Council District 29.
Ung,"Chinese American Planning Council, Inc.",Project Reach - Council District 20,136202692,5000,"To support Project Reach youth programming, which includes crisis intervention and support, anti-discrimination and anti-bullying trainings and technical assistance for schools in Council District 20."
Lee,"Chinese American Planning Council, Inc.",Project Reach - Council District 23,136202692,5000,Funding will support CPC's Project Reach.
Kagan,"Chinese American Planning Council, Inc.",Youth Educational Services - Council District 47,136202692,5000,Funds will be used to create a community-based educational program for high school students. Appendix C: Youth Discretionary Page 158 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Marte,"Church Street School for Music and Art, Inc.",Music & Art Enrichment Programs,133693660,9000,To provide funding for the variety of different programming at Church Street School for Music and Art.
Gutierrez,"Churches United for Fair Housing, Inc.",,264698161,5000,"To support local youth sports programming, services and activities."
Restler,"Churches United for Fair Housing, Inc.",Youth Organizing - Council District 33,264698161,10000,To support Youth Organizing in Council District 33.
Gutierrez,"Churches United for Fair Housing, Inc.",Youth Organizing - Council District 34,264698161,25000,Funding will support youth organizing in Council District 34.
Nurse,"Churches United for Fair Housing, Inc.",Youth Organizing - Council District 37,264698161,15000,Funds will support youth empowerment and other youth services in Council District 37.
Ayala,"Citizen Schools, Inc.",Catalyst Program,043259160,10000,"To provide funding to support Citizen Schools' Catalyst program, which fosters project- based STEM education in classrooms."
Aviles,"City Growers, Inc.","Environmental Education, Stewardship & Career Pathway Programs for Youth - Council District 38",452149344,20000,"To support Farm Days, Green Ambassadors and Farm Workshops."
Hudson,"City Growers, Inc.",Outdoor Education and Environmental Literacy for Youth in Council District 35,452149344,5000,"To provide environmental education, including farm workshops, to local youth in District 35."
Stevens,"Claremont Neighborhood Centers, Inc.",Afterschool & Summer Program - Council District 16,136016450,35000,"Funding to support expenses related to Afterschool & Summer program in Council District 16, including cultural excursions and trips. Funds will support the cost of transportation, admissions, and center activities."
Stevens,"Claremont Neighborhood Centers, Inc.",Gun Violence Prevention Taskforce,136016450,5000,Funds will support engagement of Council District 16 youth in the Gun Violence Prevention Taskforce.
Bottcher,Class Size Matters,,202169746,7500,"Funds will provide information & analysis about changes in budgeting, the capital plan, enrollment & other policies required by the new state law."
Krishnan,Class Size Matters,,202169746,7000,To fund general operating expenses to help with data analysis and public outreach around public education issues.
Kagan,"Club A-Elita, Inc.",Youth Programs - Council District 47,815218002,11000,"Funds will be used to create programs, including concerts, festivals, and competitions for Youth in Council District 47."
Gutierrez,Coalition for Hispanic Family Services,,133546023,5000,"Funding will support CHFS Youth Development and Community Programs Arts, Literacy, and Strengthening Community Projects."
Adams,"Coalition for the Homeless, Inc.",Bound for Success - Council District 28 Shelters,133072967,10000,Funds will support the Bound for Success enrichment afterschool programming.
Lee,"Colonial Farmhouse Restoration Society of Bellerose, Inc.",,112508369,5000,Funding to support programs for local youth and schools.
Jordan,Community Initiative of NC,Harlem Center,813983435,25000,Funds will support and provide engagement in harm reduction and violence intervention programming; activities take place within Council District 9.
Abreu,"Community League of the Heights, Inc.",Public School 4M,132564241,10000,Funding to support Community League of the Heights (CLOTH) PS4 After School
Program,"in Council District 7. Williams Community Youth Care Services, Inc.",,770695007,10000,"Funding will support homework assistance, performing arts, STEM, Project based learning and summer field trips."
Gennaro,"Community-Word Project, Inc.",TYWLS,134114145,5000,To support school based arts residencies programming for students in Council District 24. Appendix C: Youth Discretionary Page 159 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Gutierrez,"Comunilife, Inc.",Life is Precious Program,133530299,5000,Funding will support Comunilife Life is Precious Program (suicide prevention activities for at-risk Latina teens).
Stevens,"Comunilife, Inc.",Life is Precious Program - Council District 16,133530299,5000,"Funds will help maintain services for Council District 16 at-risk Latina teens in the Bronx Life is Precious program, with education mental health services and raising awareness."
Restler,"Comunilife, Inc.",Life is Precious Program - Council District 33,133530299,7500,"To support maintaining services (academic support, wellness activities, creative art therapies) for at-risk Latina teens in Council District 33."
Abreu,"Comunilife, Inc.",Life is Precious Program - Council District 7,133530299,6750,Funding to support Life is Precious Program in Council District 7.
De La Rosa,"Comunilife, Inc.",Precious Program - Council District 10,133530299,8000,"To support suicide prevention, suicide prevention program for at-risk Latina teens in Council District 10."
Kagan,"Coney Island Sharks, Inc.",Youth Programs - Council District 47,113304418,5000,"Funds will be used to create programs for sports, education, mentoring, youth council, and community service."
Brannan,"Coney Island Training the Youth of New York, Inc.",Youth Sports & Leadership Education,832359113,5000,To support sports and education programs for youth in under-resourced communities.
Yeger,"Congregation Kehilas Belz USA, Inc.",,113143733,25000,Funding to be used to create flyers and programming for culturally-sensitive bilingual programs for youth.
Osse,"Cool Culture, Inc.",,161636968,5000,Funding to support Citywide Cultural Access Program tickets for students/families/youth in Council District 36.
Riley,Coop City Little League,,911842961,10000,Funds to be used for all Co-op City Little League related expenses.
Louis,"Cops and Kids New York, Inc.",Council District 45,834476595,6000,"Funds will be utilized to help cover the administrative, operational and staffing costs associated with operating youth programs."
Mealy,Cornerstone Baptist Church,Council District 41,112028472,5000,"Funds to providing technology classes, health and recreation services for youth."
Louis,"Council of Jewish Organizations of Flatbush, Inc.",Council District 45,112864728,9500,"The program offers clients default resolution, loss mitigation, eviction and foreclosure prevention, assistance in rent arrears, and protecting credit."
Vernikov,"Council of Jewish Organizations of Flatbush, Inc.",YDRC Youth,112864728,5000,Funding to support operational expenses of youth development program to assist troubled teens.
Vernikov,"Council of Peoples Organization, Inc.",Workshops,753046891,5250,"Funding for workshops for middle school and high school aged children that will focus on anti-bullying, conflict resolution, safety, and mental health support."
Vernikov,"Council of Peoples Organization, Inc.",Young Women’s Empowerment Program,753046891,12000,"Funds to cover Young Women’s Empowerment Program, a culturally appropriate program (ages 16-24) and focused on college and career readiness, as well as health and wellness."
Joseph,"Council of Peoples Organization, Inc.",Youth Empowerment Program - Council District 40,753046891,10000,Funds will support Youth Empowerment Program includes after-school and summer programs that assist both immigrant and second generation intermediate and high school students in Brooklyn.
Stevens,"Crenulated Company, Ltd., The d/b/a New Settlement Apartments",Youth & Community Services - Council District 16,141719016,20000,"Funding to support youth and community services in Council District 16, which serves disconnected and at risk youth with high school equivalency prep, one-to-one advising, group work, job readiness, and job placement. Appendix C: Youth Discretionary Page 160 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Hudson,"Crown Heights Youth Collective, Inc.",Youth Collective After School Programming,112506422,7500,To support after school tutoring and programming.
Paladino,"Dac Athletic Club, Inc.",Youth Program,116080807,15000,"Funding will cover costs of space rental, insurance, equipment and various operating costs."
Kagan,"Dancing Crane, Inc.",Youth Programs - Council District 47,061575768,5000,"Funds will create a program that engages children in an intensive work of study in the arts, strengthens use of the Georgian language, and supports an integration of Georgian culture into life in New York City."
Abreu,Daniel's Music Foundation,In-Person Group Classes & The Danny Awards - Council District 7,320156199,5000,Funding to support in-person group classes and programming.
Sanchez,"Davidson Community Center, Inc.",After-School Program - Council District 14,237010206,25000,To support the Davidson Community Center's after school program and summer day camp.
Jordan,Delgracia Corp,Healing Harlem,822293964,25000,"Funds will be used to provide mental health, behavior program and family counseling to empower and safeguard individuals and families' social-emotional needs; with programming taking place in Council District 9."
Williams,Deliverance Baptist Church,Council District 27,542088945,5000,Funds will be used for teen programming in the 27th Council District.
Abreu,Department of Youth and Community Development,,136400434,10000,Funds will support community-based programs and services.
Holden,Department of Youth and Community Development,,136400434,23000,Funds will support programming and services.
Powers,Department of Youth and Community Development,,136400434,5000,Funds will be used for community based programming and services.
Yeger,Department of Youth and Community Development,,136400434,13000,Funds will support programming and services.
Williams,"Destiny Bound, Inc.",,843178846,10000,Funds will be used to provide teen programming in the 27th Council District.
Mealy,"Digital Girl, Inc.","Afterschool, Summer & Enrichment Program",472288307,10000,Funds will support the Young Professional Development(YPD) program to the youth in underserved communities.
Marte,"Digital Girl, Inc.","Afterschool, Summer & Enrichment Program (ASEP)",472288307,5000,Funds will be used to support Digital Girl programming at Public School 126M.
Louis,Ditmas Park Youth Group,Council District 45,262442377,7000,"Funds will support Ditmas Park Youth Group programs in Council District 45, as well as operational costs, staffing, refreshments and rent."
Ayala,Door,"A Center of Alternatives, Inc., The - Bronx Youth Center",136127348,10000,To provide support for operations and overall programming at The Door’s Bronx Youth Center.
Bottcher,Door,"A Center of Alternatives, Inc., The - Runaway & Homeless Youth (RHY) Program",136127348,5000,To support Runaway and Homeless Youth (RHY) program.
Marte,"Dorill Initiative, Inc.",A.R.T.S. Catalyst Artpreneur Program - Council District 1,824767340,10000,"To support Dorill's A.R.T.S. Catalyst artpreneur program, which is a multidisciplinary arts education program."
Carr,"Dr. Theodore A. Atlas Foundation, Inc.",,134012789,15000,"Funds will be utilized to help cover the administrative, operational and staffing costs associated with operating youth programs including learning centers, and sport youth programs such as basketball, and mentoring."
Hanks,"Dr. Theodore A. Atlas Foundation, Inc.",Atlas Foundation Programs,134012789,5000,Funding will support foundation programs in Council District 49.
Menin,"Drag Queen Story Hour NYC, Ltd.",,822613408,10000,"To support a program for children that raises awareness of gender diversity, promotes self-acceptance, and builds empathy through a literary experience noticed through Council District 5 monthly newsletter and website. Appendix C: Youth Discretionary Page 161 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Rivera,"Drag Queen Story Hour NYC, Ltd.",Council District 2,822613408,5000,Funds will support Drag Queen Story Hour programs in Council District 2.
Krishnan,"Drag Queen Story Hour NYC, Ltd.",Council District 25,822613408,10000,To fund children's reading series featuring drag queens reading picture books to children in libraries and other settings in Council District 25 and to fund supporting media.
Hanif,"Drag Queen Story Hour NYC, Ltd.",Council District 39,822613408,5000,"To support educational experiences for children and teens from 3 to 18 years old in libraries, schools, museums, Open Streets, and community spaces in Council District 39."
Powers,"Drag Queen Story Hour NYC, Ltd.",Council District 4,822613408,7000,Funding will support operating costs for Drag Queen Story Hour readings in Council District 4.
Brewer,"Drag Queen Story Hour NYC, Ltd.",Council District 6,822613408,5000,Funds will support Drag Queen Story Hour programs in Council District 6.
Jordan,"Drag Queen Story Hour NYC, Ltd.",Council District 9,822613408,10000,Funds will support youth programming organized by Drag Queen Story Hour in Council District 9.
Hudson,"Drag Queen Story Hour NYC, Ltd.",Programming & Readings - District 35,822613408,7000,Funding for Drag Story Hour programs and readings at libraries and schools in District 35.
Brannan,"Dyker Heights Athletic Association, Inc.",Youth Sports,113422707,10000,To support youth sports programming.
Hanks,"Eagle Academy Foundation, Inc.",Post-Secondary Success Initiative (PSSI) & Eagles Soaring Beyond (ESB),201532382,10000,Funding will support the Post-Secondary Success Initiative and the Eagles Soaring Beyond programs in Council District 49.
Barron,"East New York Kidspower, Inc.",Council District 42,113308030,30000,Funding to support operating expense costs for community youth football programming in Council District 42.
Caban,"East River Development Alliance, Inc.",College and Career Access Program & Youth Development - Council District 22,861096987,23500,"Funds will support College and Career access programing for Council District 22 students, including workshops, mentoring programs, and financial counseling."
Moya,"East River Development Alliance, Inc.",Urban Upbound - College & Career Access Program,861096987,20000,To support Urban Upbound’s College and Career Access Program in Council District 21.
Carr,"East Shore Little League, Inc.",,510237392,2500,Funds will be used for equipment and utilities.
Ayala,"East Side House, Inc.",Book Bag Distribution - Council District 8,131623989,10000,To support the distribution of bookbags in the South Bronx part of Council District 8.
Carr,"Eden II School for Autistic Children, Inc.",Early Childhood Program,132872916,5000,Funds will be used for general operating expenses for the early Childhood program.
Hanks,"Eden II School for Autistic Children, Inc.",Early Childhood Program,132872916,5000,Funding will support the Eden II Early Childhood and Community program.
Brooks-Powers,"Edeyouth, Inc.",Council District 31,272935350,5000,Funding to support the Youth employment readiness program in Council District 31.
Louis,"Edeyouth, Inc.",Council District 45,272935350,5000,"Funds will allow EDEYOUTH to provide services that empower youth to achieve academic success, while promoting a healthy and safe community in Council District 45."
Stevens,Edible Schoolyard New York,Edible Education - Council District 16,271237249,10000,Funds will be used to support programming and outreach to schools in Council District 16.
Ayala,Edible Schoolyard New York,Edible Education - Council District 8 Students,271237249,5000,To support Council District 8 schools with developing a school wide culture of health and wellness. Appendix C: Youth Discretionary Page 162 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Brewer,"Education Through Music, Inc.",Music Education Program,133613210,5000,Funds will support the Education Through Music partner school program.
Powers,"Educational Alliance, Inc., The",Daddy & Me Swimming Program - 14th Street Y,135562210,10000,"Funding will support the 14th Street Y's Daddy & Me program, a free swim course that serves families in the Educational Alliance Head Start program, as well as other programs at the 14th Street Y."
Nurse,"El Puente de Williamsburg, Inc.",Bushwick Leadership Center,112614265,15000,Funds will provide general support for El Puente's Bushwick Leadership Center.
Gutierrez,"El Puente de Williamsburg, Inc.",El Puente Scholars Program,112614265,30000,"To support the El Puente Scholars program, providing opportunities to develop valuable interpersonal, leadership and professional skills."
Joseph,"Elite Learners, Inc.",S.U.C.C.E.S.S. Initiative & LGBTQ Youth Support - Council District 40,814482839,10000,"Funds will support gang violence, youth violence, bias and bullying prevention services through workshops and other operating expense in Council District 40."
Hanks,Emma's Place,"Grief and Loss Center For Children and Families, Inc.",463216286,5000,Funding will support the Immediate Individual Crisis Counseling program in Council District 49.
Gutierrez,"Empowering Youth Towards Excellence, Inc.",Council District 34,272246317,5000,Funding will support college preparedness and mentoring program for youth in Council District 34.
Barron,"Empowering Youth Towards Excellence, Inc.",Council District 42,272246317,10000,Funds for youth programming in the 42nd Council District.
Louis,"Entertainers for Education Alliance, Inc.",Council District 45,432115174,10000,Support and continue youth development programs with a specific focus on cultural arts in Council District 45.
Hanif,"Extreme Kids and Crew, Inc.",,352392415,5000,"To support weekly programming that offer neurodiverse young people with opportunities to immerse themselves in activities that deeply interest them, make new friends, and further develop their social emotional skills"
Stevens,Family Life Academy Charter School,Drama Club Program - Council District 16,134170389,5000,Funding to support Drama Club Program serving Council District 16 residents in grades 6-8.
Brewer,"FamilyKind, Ltd.",Supportive Services Programs for Families,454636528,5000,Funds will provide supportive services programs for families with children experiencing divorce and separation.
Brooks-Powers,"Farrock Strong, Inc.",Council District 31,823177369,5000,Funding to support youth programming and enrichment in Council District 31.
Williams,"Father's Alive In The Hood, Inc.",,461091203,5000,Funds will be used to provide teen programming in the 27th Council District.
Rivera,"Father's Heart Ministries, The",,223495873,5000,Funds will support Father's Heart Ministries youth and hunger prevention programs.
Osse,"Fencing in the Park, Inc.",,853724880,5000,Funding for fencing programs for Council District 36.
Louis,"Fencing in the Park, Inc.",Council District 45,853724880,5000,"Funds will provide community fencing program, providing pathways for NYC youth from under-served neighborhoods to learn the sport of fencing and its principles of discipline, strategic thinking, problem solving, and fitness."
Restler,"Fifth Avenue Committee, Inc.",,112475743,5000,To provide school supplies for students in need in District 33.
Hudson,"First Baptist Church of Crown Heights, Inc.",Community Outreach in Education - District 35,112033058,10000,"Funding to support ongoing outreach services for the youth through educational conferences on college admissions, financial aid, college life, career opportunities, and more."
Vernikov,"First Chernomorets USA, Inc.",,113586786,10000,Funding for operational expenses of youth soccer league. Appendix C: Youth Discretionary Page 163 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Brannan,"First Chernomorets USA, Inc.",Youth Soccer Program,113586786,2500,To support youth sports programming.
Kagan,"First Chernomorets USA, Inc.",Youth Sports Program - Council District 47,113586786,5000,Funds will be used to support the Youth Soccer program.
Adams,First Faith Baptist Church,College Program,022916843,10000,Funds will support the College Program.
Louis,"Flanbwayan Haitian Literacy Project, Inc.",Council District 45,270974276,5000,Funds will support the Need-Assessment program which assesses ELL students' best fit schools and assists students and families in the high school enrollment process in Council District 45.
Mealy,"Flatbush Youth Association, Inc.",Teambuilding & Mentoring Program,113287922,10000,Funds will support Basketball training programming and related services.
Joseph,"Flatbush Youth Association, Inc.",Teambuilding & Mentoring Program - Council District 40,113287922,7000,Funds will support Basketball Training related programming and services to benefit youth in Council District 40.
Moya,"Flushing Meadow Soap Box Derby, Inc.",,112737828,10000,Funds will be supporting youth community needs in Council District 21.
Hanif,Fort Hamilton Hockey Corporation,,562629871,5000,To support roller hockey program held after school and on weekends for youth ages 4- 17.
Louis,Foster Park Sports,Council District 45,465745874,5000,Funds will be used to support 6-8 week Basketball League program for Council District 45 Youth.
Won,"Friends of Gantry Plaza State Park, Inc.",LIC Summer Kids Program,473613599,5000,Funding to support free programming for children at Hunter's Point South Park and Gantry Plaza State Park.
Menin,"Friends of Israel Scouts, Inc.",,133843506,5000,Funds will be used to support the NYC Israeli Scouts in Council District 5.
Velazquez,"Friends of Israel Scouts, Inc.",,133843506,5000,Funding will support operating expenses of NYC Israel Scouts programing in Council District 13.
Powers,"Friends of Israel Scouts, Inc.",Council District 4,133843506,5000,Funds will be used to support the NYC Israeli Scouts in Council District 4.
Ung,"Friends of Pack and Troop 253, Inc.",,813355590,5000,"To support weekly meetings and outdoor activities, and STEAM programming."
Rivera,"Friends of Pool, Inc.",,611745367,5000,Funds will support + Pool's learn to swim programs for people of all ages.
Marte,"Friends of Pool, Inc.",Summer Bluefish,611745367,5000,"To support the Bluefish Program, a free learn-to-swim program serving low-income youth."
Restler,Friends of the New York Transit Museum,Family Programs - Council District 33,113299408,5000,"Funds will be used to produce and promote family programs for children and caregivers, offered free with Museum admissions to residents."
Menin,Friends of the Upper East Side Historic Districts,Council District 5,133193351,15000,"To maintain and expand architectural education programs taught during the school day to public school students in Council District 5, publicly noticed through Council District 5 monthly newsletter and website."
Marte,"Fulton Market Association, Inc.",Community Youth Market Stand,812871972,7000,Funds will be used to support the establishment of a Community Youth Market Stand and the services thereafter.
Borelli,"Fund for the City of New York, Inc.",Freshkills Park & Council District 51,132612524,17500,Funds will support youth programming in Council District 51 and Freshkills Park.
Caban,"Fund for the City of New York, Inc.",Scholars of the Zone - Long Island City High School (30Q450),132612524,16500,"Funding to support Scholars of the Zone to students primarily those who reside in NYCHA Astoria, Ravenswood and Queensbridge Houses."
Aviles,Genspace NYC,Greenspace Youth & Family Science Programs - Council District 38,270947943,10000,Funds will support youth and family science programs in Council District 38. Appendix C: Youth Discretionary Page 164 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Powers,"Getting Out and Staying Out, Inc.",Career Development for Court-Involved Youth,061711370,6000,Funding will support GOSO's career development services for court-involved youth.
Bottcher,"Getting Out and Staying Out, Inc.",Career Readiness & Employment Development Programming,061711370,5000,Funds will support Career Readiness curriculum and Employment Development Programming for legal system-involved youth.
Hudson,"Getting Out and Staying Out, Inc.",Job Readiness Programming - Council District 35,061711370,7000,Funding to support job readiness curriculum and employment development programming for Black & brown justice-involved young men.
Holden,"Girl Scout Council of Greater New York, Inc.",,131624014,4200,Funds to be used to support Girl Scout Troops in Council District 30.
Paladino,"Girl Scout Council of Greater New York, Inc.",Council District 19,131624014,5000,Funds will support youth programming and services in Council District 19.
Williams,"Girl Scout Council of Greater New York, Inc.",Council District 27,131624014,5000,Funding will support troop building efforts in Council District 27.
Bottcher,"Girl Scout Council of Greater New York, Inc.",Council District 3,131624014,6000,Funding to support starting and supporting Girl Scout troops in Council District 3.
Brooks-Powers,"Girl Scout Council of Greater New York, Inc.",Council District 31,131624014,5000,"Funding will support the growth and development of girl scout troops, programming and activities in Council District 31."
Louis,"Girl Scout Council of Greater New York, Inc.",Council District 45,131624014,5000,Funds will be used to support 6-8 week Basketball League program for Council District 45 Youth.
Won,"Girl Scout Council of Greater New York, Inc.",Girl Scout Troop 6000,131624014,9000,"Funding for Troop 6000, a program specifically designed to serve the thousands of girls currently living in the New York City Shelter system."
Krishnan,"Girl Scout Council of Greater New York, Inc.",Troop 6000 - Council District 25,131624014,5000,To fund operating and programming expenses of Troop 6000 activities in Council District 25.
Mealy,"Girl Scout Council of Greater New York, Inc.",Troop 6000: Girl Scouting in Homeless Shelters in NYC - Council District 41,131624014,10000,Funds to be used to support Girl Scout Troops in Council District 41.
Hudson,"Girl Vow, Inc.",Mentoring & Life Skills for Former Juvenile Justice Participants - District 35,474062257,5000,"Funding to support mentoring, life skills training, and advocacy on behalf of disadvantaged girls in the foster care and juvenile justice system."
Louis,"Girls for Gender Equity, Inc.",Council District 45,043697166,5000,"Funds to support GGE youth organizing, advocacy and training programs to bolster systemic change, self-determination and healthy living in Council District 45."
Hanif,"Girls for Gender Equity, Inc.",Young Women’s Leadership Development Initiative & Young Women’s Advisory Council,043697166,5500,Funds will support operations of Young Women’s Leadership Development Initiative and Young Women’s Advisory Council.
Hanif,"Giving Alternative Learners Uplifting Opportunities, Inc.",Council District 39,050615968,5000,To support therapeutic riding lessons in Council District 39 and help provide tuition scholarships.
Rivera,"Global Kids, Inc.",,133629485,5000,Funds will support Global Kids' programs and operations.
Louis,"Global Kids, Inc.",Council District 45,133629485,5000,"Funds to support GK organizing, advocacy and training programs for systemic change, self-determination and healthy living in Council District 45."
Powers,"Global Kids, Inc.",Girl Hack - High School of Art and Design,133629485,5000,Funding will support Girl Hack programming at High School of Art and Design.
Ung,"Glow Community Center, Inc.",Lunar New Year Festival,611882235,14000,To support a Lunar New Year festival for children and families. Appendix C: Youth Discretionary Page 165 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Brewer,Goddard Riverside Community Center,Youth Programs,131893908,20000,Funds will support youth programming and services.
Brewer,Goddard Riverside Community Center,Youth Programs - Amsterdam Houses & Addition,131893908,5000,Funds will support Goddard Riverside Youth Programs in Amsterdam Houses and Addition.
Bottcher,Good Shepherd Services,Chelsea Foyer,135598710,10000,"Funding to support the Chelsea Foyer which provides transitional housing beds to the underserved, homeless young adult population."
Rivera,Good Shepherd Services,Euphrasian Residence & Marian Hall,135598710,5000,Funds will support the programs and operations at the 17th Street Euphrasian Residence and Marian Hall.
Ayala,Good Shepherd Services,McLaughlin East Harlem Residence,135598710,5000,"To provide funding to supplement services offered to run-away, homeless, and disconnected youth at The McLaughlin East Harlem Residence."
Farias,Good Shepherd Services,Monroe High School Educational Campus (12X388) - Council District 18,135598710,25000,Funds will support High School Based Programs at the Stevenson and Monroe Educational Campuses in Council District 18.
Aviles,Good Shepherd Services,Public School 15K (15K015) & Red Hook Beacon Community Center,135598710,25000,To support Beacon and Miccio Cornerstone community centers and expand youth and family development programming options.
Kagan,Good Shepherd Services,YABC Program - Council District 47,135598710,5000,Funds will be used for programs to significantly increase graduation rates and expand connections to college and career opportunities.
Marte,"Grand Street Settlement, Inc.",Beacon Center,135562230,5000,To support programming at the Beacon Community Center.
Marte,"Grand Street Settlement, Inc.",Best Buy Teen Tech Center,135562230,5000,"To support programming at the Best Buy Teen Tech Center, which provides cutting- edge tech, resources and training."
Osse,"Grand Street Settlement, Inc.",Marcy Houses,135562230,5000,Funding for supplies and equipment afterschool programming at Marcy Houses.
Marte,"Grand Street Settlement, Inc.",Rutgers Community Center,135562230,5000,Funds will be used to support afterschool programs at the Rutgers Community Center.
Gutierrez,"Grand Street Settlement, Inc.",Young Men's Initiative - Bushwick-Hylan Community Center,135562230,5000,"Funding will support the Young Men's Initiative, at Bushwick-Hylan Community Center."
Rivera,"Grand Street Settlement, Inc.",Youth Services - Council District 2,135562230,7500,Funds will support Grand Street Settlement's early education programs in Council District 2.
Kagan,"Grandma's Love, Inc.",Public School 288 The Shirley Tanyhill (21K288) School-Based Pantry & Holiday Food Giveaway,473474258,5000,Funding will support food and hygiene purchases for Public School 288 The Shirley Tanyhill (21K288) pantry as well as the Holiday food giveaway.
Kagan,"Gravesend Athletic Association, Inc.",Youth Programs - Council District 47,113019763,5000,Funds will be used to create sports programs for kids in Council District 47.
Paladino,"Grayson Culture & Youth Foundation, Inc.",Council District 19,883868534,5000,Funding will be used to support the tutoring program in Council District 19.
Borelli,"Great Kills Little League, Inc.",,136197291,10000,"Funding will be used for baseball, softball programs and operational support for them."
Carr,"Great Kills Little League, Inc.",,136197291,2500,"Funds will be used for field maintenance, marketing, supplies, uniforms and equipment."
Ung,"Greater Flushing Community Council, Inc.",Macedonia Child Development Center,237006635,5000,"To support the Macedonia Child Development Center, classroom supplies, programmatic costs, office supplies, and other operational costs. Appendix C: Youth Discretionary Page 166 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Gutierrez,"Greater Ridgewood Youth Council, Inc., The",Council District 34,112518141,9000,To support youth programming and development in Council District 34.
Holden,"Greater Ridgewood Youth Council, Inc., The",Explorer Programs - 104th Precinct,112518141,10000,The funding will be used to help support the 104th Pct. Law Explorers program for participants between the ages of 14 - 20 years of age.
